policy_id,customer_id,policy_type,premium,sum_assured,tenure_months,start_date,end_date,channel,product_name
2658,2134,Crop,4365.0,1530972,7,2023-03-23,2023-10-19,Agent,Pol-Crop
2659,3837,Crop,10093.0,15113019,37,2024-08-08,2027-08-23,Agent,Pol-Crop
2660,1691,Health,5722.0,702421,7,2024-04-25,2024-11-21,Online,Pol-Health
2661,1224,Health,5656.0,6927502,2,2025-06-29,2025-08-28,Aggregator,Pol-Health
2662,4971,Property,10985.0,5261656,12,2024-06-18,2025-06-13,Partnership,Pol-Property
2663,2204,Health,9858.0,4952512,1,2025-01-15,2025-02-14,Aggregator,Pol-Health
2664,898,Motor,9044.0,3106340,3,2023-01-12,2023-04-12,Online,Pol-Motor
2665,1870,Health,3035.0,4137065,1,2024-05-15,2024-06-14,Aggregator,Pol-Health
2666,152,Motor,13290.0,26271079,35,2023-08-08,2026-06-23,Bancassurance,Pol-Motor
2667,1352,Property,15028.0,5756303,16,2025-01-28,2026-05-23,Online,Pol-Property
2668,172,Health,6323.0,6233050,51,2025-01-24,2029-04-03,Partnership,Pol-Health
2669,1430,Motor,4454.0,6413309,8,2024-10-04,2025-06-01,Aggregator,Pol-Motor
2670,4858,Property,3935.0,2866618,21,2023-11-13,2025-08-04,Partnership,Pol-Property
2671,3434,Health,6200.0,3232690,51,2025-08-18,2029-10-26,Aggregator,Pol-Health
2672,3200,Health,4174.0,8662353,5,2024-06-30,2024-11-27,Aggregator,Pol-Health
2673,1899,Motor,6450.0,2529518,56,2023-05-09,2027-12-14,Aggregator,Pol-Motor
2674,1360,Health,5453.0,4940656,58,2025-05-17,2030-02-20,Bancassurance,Pol-Health
2675,693,Motor,3692.0,15331265,31,2025-09-16,2028-04-03,Bancassurance,Pol-Motor
2676,100,Motor,5141.0,2948135,59,2023-08-10,2028-06-14,Aggregator,Pol-Motor
2677,3443,Motor,7523.0,4882820,26,2024-01-13,2026-03-03,Agent,Pol-Motor
2678,3050,Motor,4566.0,4198402,1,2024-09-20,2024-10-20,Online,Pol-Motor
2679,1921,Health,6042.0,8471318,23,2023-07-21,2025-06-10,Agent,Pol-Health
2680,428,Health,11269.0,6142885,13,2024-09-14,2025-10-09,Bancassurance,Pol-Health
2681,587,Health,4949.0,2912317,32,2025-02-05,2027-09-23,Bancassurance,Pol-Health
2682,2968,Health,4531.0,3336502,5,2023-08-21,2024-01-18,Agent,Pol-Health
2683,3205,Crop,7657.0,3029248,20,2025-02-20,2026-10-13,Agent,Pol-Crop
2684,256,Motor,12891.0,2817272,51,2023-08-29,2027-11-06,Online,Pol-Motor
2685,1474,Health,8952.0,1111532,28,2024-12-28,2027-04-17,Aggregator,Pol-Health
2686,721,Crop,5155.0,6343539,7,2023-12-06,2024-07-03,Agent,Pol-Crop
2687,2001,Motor,5146.0,2951023,58,2024-08-18,2029-05-24,Bancassurance,Pol-Motor
2688,3008,Health,5650.0,8329141,13,2025-03-11,2026-04-05,Agent,Pol-Health
2689,2628,Health,6118.0,5815946,32,2024-04-04,2026-11-20,Online,Pol-Health
2690,4503,Motor,25128.0,3836868,46,2024-09-23,2028-07-04,Agent,Pol-Motor
2691,2290,Motor,7678.0,3564913,18,2025-06-03,2026-11-25,Aggregator,Pol-Motor
2692,4211,Property,17926.0,1642240,46,2023-06-28,2027-04-08,Agent,Pol-Property
2693,1732,Health,11046.0,6054862,45,2023-11-21,2027-08-02,Agent,Pol-Health
2694,4902,Motor,2068.0,5001052,8,2023-03-28,2023-11-23,Bancassurance,Pol-Motor
2695,2178,Property,5673.0,3075868,29,2024-06-11,2026-10-29,Aggregator,Pol-Property
2696,1581,Property,7071.0,904931,20,2025-03-19,2026-11-09,Partnership,Pol-Property
2697,3227,Motor,7953.0,4478464,26,2024-01-01,2026-02-19,Online,Pol-Motor
2698,994,Health,7569.0,4788397,18,2023-04-01,2024-09-22,Aggregator,Pol-Health
2699,1997,Health,3094.0,14531764,46,2025-04-20,2029-01-29,Aggregator,Pol-Health
2700,4591,Motor,3035.0,5574854,2,2023-01-14,2023-03-15,Online,Pol-Motor
2701,1853,Health,7160.0,15743278,43,2023-01-29,2026-08-11,Partnership,Pol-Health
2702,82,Motor,5976.0,3060688,47,2024-10-15,2028-08-25,Bancassurance,Pol-Motor
2703,3851,Motor,13838.0,4243703,42,2023-12-17,2027-05-30,Agent,Pol-Motor
2704,3013,Motor,7341.0,2175855,49,2023-05-15,2027-05-24,Online,Pol-Motor
2705,2717,Travel,10755.0,4245357,58,2024-03-03,2028-12-07,Online,Pol-Travel
2706,1456,Crop,10132.0,11342250,24,2025-02-15,2027-02-05,Online,Pol-Crop
2707,1198,Health,7074.0,11638025,43,2025-08-14,2029-02-24,Online,Pol-Health
2708,3113,Health,12719.0,6581486,8,2023-11-30,2024-07-27,Partnership,Pol-Health
2709,2917,Motor,5806.0,1605853,22,2024-03-19,2026-01-08,Aggregator,Pol-Motor
2710,1312,Health,7133.0,1521682,34,2025-04-30,2028-02-14,Online,Pol-Health
2711,561,Motor,7580.0,4309151,32,2024-07-18,2027-03-05,Partnership,Pol-Motor
2712,2105,Health,4799.0,2926393,35,2024-04-26,2027-03-12,Online,Pol-Health
2713,2054,Crop,4101.0,9789436,25,2023-11-26,2025-12-15,Agent,Pol-Crop
2714,1599,Motor,3846.0,8254666,7,2024-07-12,2025-02-07,Aggregator,Pol-Motor
2715,945,Health,4342.0,7350535,14,2024-02-04,2025-03-30,Bancassurance,Pol-Health
2716,579,Health,6844.0,3221881,44,2023-02-16,2026-09-28,Bancassurance,Pol-Health
2717,915,Motor,8541.0,6154773,29,2025-02-06,2027-06-26,Partnership,Pol-Motor
2718,162,Health,3905.0,7279605,37,2024-02-25,2027-03-11,Online,Pol-Health
2719,775,Health,7530.0,3957290,37,2025-03-01,2028-03-15,Agent,Pol-Health
2720,57,Property,6449.0,4344358,7,2025-09-23,2026-04-21,Aggregator,Pol-Property
2721,1190,Motor,11656.0,7081666,33,2023-06-08,2026-02-22,Bancassurance,Pol-Motor
2722,4045,Health,5695.0,2012070,17,2024-05-26,2025-10-18,Aggregator,Pol-Health
2723,546,Travel,16192.0,3202597,19,2023-11-10,2025-06-02,Online,Pol-Travel
2724,2981,Health,10730.0,2980591,25,2025-08-16,2027-09-05,Bancassurance,Pol-Health
2725,4907,Health,6207.0,13076144,8,2025-06-16,2026-02-11,Bancassurance,Pol-Health
2726,4143,Motor,5574.0,3338241,12,2023-12-08,2024-12-02,Online,Pol-Motor
2727,1414,Motor,11418.0,5525437,3,2024-01-16,2024-04-15,Online,Pol-Motor
2728,2416,Travel,6203.0,9637844,31,2025-02-10,2027-08-29,Partnership,Pol-Travel
2729,4084,Motor,7473.0,2722916,44,2023-04-07,2026-11-17,Agent,Pol-Motor
2730,3389,Travel,5678.0,11856271,8,2023-05-30,2024-01-25,Online,Pol-Travel
2731,3204,Motor,5551.0,12805917,4,2024-11-27,2025-03-27,Agent,Pol-Motor
2732,1413,Motor,3977.0,796901,32,2023-01-31,2025-09-17,Agent,Pol-Motor
2733,2630,Motor,14536.0,7427840,7,2024-12-16,2025-07-14,Aggregator,Pol-Motor
2734,572,Health,6017.0,13674109,14,2024-08-31,2025-10-25,Online,Pol-Health
2735,1741,Property,7842.0,3813393,34,2025-04-01,2028-01-16,Bancassurance,Pol-Property
2736,3928,Travel,9373.0,8763398,5,2024-09-27,2025-02-24,Agent,Pol-Travel
2737,348,Motor,14450.0,1636333,12,2025-07-04,2026-06-29,Agent,Pol-Motor
2738,845,Motor,5544.0,1294686,37,2023-06-18,2026-07-02,Agent,Pol-Motor
2739,2666,Health,2318.0,3679656,27,2023-01-09,2025-03-29,Online,Pol-Health
2740,4593,Property,7673.0,2239731,21,2023-06-25,2025-03-16,Aggregator,Pol-Property
2741,4792,Motor,9410.0,7427582,57,2025-03-01,2029-11-05,Online,Pol-Motor
2742,3591,Motor,5594.0,7214568,13,2024-02-21,2025-03-17,Agent,Pol-Motor
2743,2500,Motor,9644.0,26326696,25,2024-04-11,2026-05-01,Agent,Pol-Motor
2744,543,Health,7334.0,11049173,34,2023-10-16,2026-08-01,Online,Pol-Health
2745,216,Health,6151.0,3147171,42,2024-03-28,2027-09-09,Agent,Pol-Health
2746,2901,Property,14230.0,5614219,44,2024-03-22,2027-11-02,Online,Pol-Property
2747,4394,Motor,6246.0,6554765,57,2024-05-17,2029-01-21,Aggregator,Pol-Motor
2748,1370,Crop,16789.0,8667592,48,2023-11-05,2027-10-15,Agent,Pol-Crop
2749,286,Motor,7454.0,819640,17,2024-01-06,2025-05-30,Online,Pol-Motor
2750,3060,Motor,4837.0,3585046,21,2025-02-27,2026-11-19,Agent,Pol-Motor
2751,4222,Health,2827.0,13770111,15,2025-04-11,2026-07-05,Online,Pol-Health
2752,51,Property,13299.0,7688165,26,2023-10-15,2025-12-03,Online,Pol-Property
2753,1726,Motor,11817.0,5584804,33,2023-07-11,2026-03-27,Online,Pol-Motor
2754,4567,Travel,10914.0,3378086,35,2024-02-29,2027-01-14,Online,Pol-Travel
2755,1400,Property,13936.0,4787962,26,2024-04-11,2026-05-31,Partnership,Pol-Property
2756,3437,Motor,18007.0,5595639,12,2023-02-15,2024-02-10,Aggregator,Pol-Motor
2757,3304,Property,2516.0,2374793,22,2025-01-31,2026-11-22,Aggregator,Pol-Property
2758,2718,Health,3026.0,6856585,10,2024-02-10,2024-12-06,Partnership,Pol-Health
2759,1330,Property,6370.0,5741032,9,2025-02-24,2025-11-21,Online,Pol-Property
2760,4534,Crop,11960.0,3700174,36,2023-04-10,2026-03-25,Online,Pol-Crop
2761,3323,Property,8471.0,3691267,34,2025-06-05,2028-03-21,Aggregator,Pol-Property
2762,2899,Motor,8480.0,1756482,21,2023-06-02,2025-02-21,Aggregator,Pol-Motor
2763,2390,Property,5868.0,14619063,33,2024-04-28,2027-01-13,Bancassurance,Pol-Property
2764,749,Health,4803.0,8423471,10,2024-12-20,2025-10-16,Agent,Pol-Health
2765,524,Health,6984.0,6981933,45,2025-05-07,2029-01-16,Agent,Pol-Health
2766,655,Motor,6456.0,8746332,7,2023-03-18,2023-10-14,Agent,Pol-Motor
2767,4602,Travel,5857.0,448232,59,2023-04-06,2028-02-09,Online,Pol-Travel
2768,4495,Health,10042.0,24802863,28,2025-04-14,2027-08-02,Agent,Pol-Health
2769,2954,Health,7296.0,498013,18,2023-04-29,2024-10-20,Agent,Pol-Health
2770,3190,Health,9147.0,12005736,15,2023-08-30,2024-11-22,Bancassurance,Pol-Health
2771,2109,Property,6934.0,5863306,40,2025-09-22,2029-01-04,Agent,Pol-Property
2772,1939,Motor,10334.0,2066934,30,2025-01-10,2027-06-29,Aggregator,Pol-Motor
2773,1205,Property,4221.0,5920529,25,2023-01-19,2025-02-07,Agent,Pol-Property
2774,4040,Motor,3615.0,8348041,50,2023-03-19,2027-04-27,Online,Pol-Motor
2775,4083,Property,6196.0,3423775,50,2023-01-21,2027-03-01,Partnership,Pol-Property
2776,4063,Health,10746.0,15884677,45,2025-01-05,2028-09-16,Online,Pol-Health
2777,265,Health,6117.0,1385045,30,2023-02-19,2025-08-07,Online,Pol-Health
2778,3335,Health,20272.0,2070216,16,2024-10-25,2026-02-17,Online,Pol-Health
2779,712,Motor,4405.0,1725392,10,2023-03-02,2023-12-27,Online,Pol-Motor
2780,913,Health,6655.0,1485784,25,2023-12-02,2025-12-21,Online,Pol-Health
2781,1735,Travel,2927.0,6259460,12,2023-12-23,2024-12-17,Bancassurance,Pol-Travel
2782,1446,Property,15351.0,22835889,40,2023-03-13,2026-06-25,Online,Pol-Property
2783,2137,Motor,6903.0,11586024,55,2025-04-07,2029-10-13,Aggregator,Pol-Motor
2784,332,Travel,2260.0,4092950,1,2023-12-15,2024-01-14,Online,Pol-Travel
2785,3850,Property,6261.0,18814897,9,2024-03-10,2024-12-05,Bancassurance,Pol-Property
2786,3835,Motor,2025.0,13625052,20,2024-03-09,2025-10-30,Online,Pol-Motor
2787,152,Health,13490.0,2946062,38,2023-02-26,2026-04-11,Agent,Pol-Health
2788,708,Health,4650.0,4136098,18,2023-07-16,2025-01-06,Agent,Pol-Health
2789,421,Motor,7482.0,6994198,29,2025-06-28,2027-11-15,Online,Pol-Motor
2790,253,Property,5063.0,2666626,37,2024-06-19,2027-07-04,Agent,Pol-Property
2791,999,Motor,6634.0,2209032,59,2023-09-12,2028-07-17,Bancassurance,Pol-Motor
2792,3556,Health,10956.0,10471229,49,2025-02-16,2029-02-25,Agent,Pol-Health
2793,293,Property,5987.0,12903455,12,2024-12-09,2025-12-04,Partnership,Pol-Property
2794,1241,Travel,9688.0,2152263,37,2024-07-10,2027-07-25,Online,Pol-Travel
2795,169,Motor,1796.0,7478623,32,2023-07-01,2026-02-15,Online,Pol-Motor
2796,2782,Motor,3880.0,7368941,12,2025-01-17,2026-01-12,Agent,Pol-Motor
2797,37,Health,7526.0,1996450,56,2024-09-17,2029-04-24,Bancassurance,Pol-Health
2798,1445,Property,5119.0,7210241,37,2023-09-24,2026-10-08,Online,Pol-Property
2799,4392,Travel,13186.0,8587302,39,2023-08-13,2026-10-26,Agent,Pol-Travel
2800,2368,Motor,11142.0,8961645,12,2023-04-03,2024-03-28,Aggregator,Pol-Motor
2801,923,Health,14497.0,4135538,56,2023-04-08,2027-11-13,Bancassurance,Pol-Health
2802,1821,Motor,7702.0,6986376,33,2025-04-13,2027-12-29,Bancassurance,Pol-Motor
2803,2443,Property,5056.0,6284307,56,2025-01-18,2029-08-25,Partnership,Pol-Property
2804,4745,Motor,9959.0,5731646,59,2025-07-25,2030-05-30,Bancassurance,Pol-Motor
2805,4379,Crop,4327.0,11769317,43,2023-11-07,2027-05-20,Online,Pol-Crop
2806,1663,Motor,6341.0,2237652,32,2023-02-17,2025-10-04,Agent,Pol-Motor
2807,999,Property,8992.0,2468713,33,2025-03-26,2027-12-11,Bancassurance,Pol-Property
2808,4182,Motor,5153.0,2031326,24,2023-06-18,2025-06-07,Partnership,Pol-Motor
2809,4303,Health,24207.0,12893607,31,2024-04-16,2026-11-02,Online,Pol-Health
2810,3947,Health,10513.0,5217167,47,2024-07-23,2028-06-02,Agent,Pol-Health
2811,2525,Motor,4630.0,3024753,30,2024-02-27,2026-08-15,Aggregator,Pol-Motor
2812,131,Motor,11838.0,16532837,26,2023-08-01,2025-09-19,Agent,Pol-Motor
2813,4232,Motor,16589.0,4278237,2,2024-08-06,2024-10-05,Online,Pol-Motor
2814,3418,Motor,3449.0,744837,52,2024-01-29,2028-05-07,Bancassurance,Pol-Motor
2815,2218,Motor,13903.0,2952558,17,2023-11-05,2025-03-29,Agent,Pol-Motor
2816,3017,Health,3901.0,5754038,1,2023-04-19,2023-05-19,Online,Pol-Health
2817,1187,Property,7300.0,7369070,52,2024-08-09,2028-11-16,Agent,Pol-Property
2818,4295,Property,8002.0,2868683,31,2025-04-07,2027-10-24,Bancassurance,Pol-Property
2819,4835,Motor,5274.0,3596776,29,2024-05-15,2026-10-02,Agent,Pol-Motor
2820,2813,Motor,5266.0,3381783,11,2023-03-19,2024-02-12,Online,Pol-Motor
2821,1518,Property,4779.0,9298248,45,2024-08-03,2028-04-14,Agent,Pol-Property
2822,4199,Health,5596.0,17499637,4,2024-05-26,2024-09-23,Online,Pol-Health
2823,4644,Motor,4460.0,2711582,36,2023-02-19,2026-02-03,Online,Pol-Motor
2824,6,Motor,12791.0,18638992,8,2023-04-22,2023-12-18,Agent,Pol-Motor
2825,711,Motor,3515.0,6163382,36,2025-03-03,2028-02-16,Online,Pol-Motor
2826,12,Motor,18015.0,4547194,47,2024-06-21,2028-05-01,Aggregator,Pol-Motor
2827,2151,Property,6858.0,4013101,21,2024-07-03,2026-03-25,Agent,Pol-Property
2828,1714,Motor,2572.0,2182589,11,2024-07-09,2025-06-04,Agent,Pol-Motor
2829,4523,Travel,10790.0,2418577,12,2025-03-23,2026-03-18,Online,Pol-Travel
2830,4267,Crop,6038.0,2113332,26,2025-05-15,2027-07-04,Agent,Pol-Crop
2831,4185,Property,4038.0,1932769,27,2025-09-16,2027-12-05,Aggregator,Pol-Property
2832,3419,Motor,6182.0,7357363,34,2024-06-12,2027-03-29,Aggregator,Pol-Motor
2833,4951,Motor,4979.0,34128536,10,2024-01-07,2024-11-02,Partnership,Pol-Motor
2834,3283,Health,13957.0,2622655,59,2024-05-14,2029-03-19,Agent,Pol-Health
2835,3605,Motor,4963.0,4014584,58,2023-02-22,2027-11-28,Aggregator,Pol-Motor
2836,2648,Crop,3781.0,12532757,9,2024-11-06,2025-08-03,Online,Pol-Crop
2837,3597,Motor,5144.0,2086263,39,2025-01-06,2028-03-21,Aggregator,Pol-Motor
2838,3983,Property,4464.0,1465714,13,2024-08-29,2025-09-23,Agent,Pol-Property
2839,178,Health,12564.0,903903,12,2023-01-18,2024-01-13,Agent,Pol-Health
2840,2611,Property,8108.0,5430895,17,2023-09-25,2025-02-16,Online,Pol-Property
2841,4514,Health,3522.0,2915041,4,2024-03-29,2024-07-27,Agent,Pol-Health
2842,554,Health,4324.0,1575415,39,2024-01-30,2027-04-14,Online,Pol-Health
2843,3390,Travel,5869.0,2810833,28,2023-09-12,2025-12-30,Partnership,Pol-Travel
2844,242,Motor,2918.0,11203259,41,2025-03-04,2028-07-16,Online,Pol-Motor
2845,4000,Motor,4214.0,3491102,20,2023-06-18,2025-02-07,Online,Pol-Motor
2846,1380,Motor,8622.0,10815082,7,2025-06-22,2026-01-18,Agent,Pol-Motor
2847,1597,Health,18166.0,7538315,56,2025-05-13,2029-12-18,Partnership,Pol-Health
2848,3530,Motor,2925.0,5800350,8,2024-04-15,2024-12-11,Online,Pol-Motor
2849,2005,Motor,28662.0,4986459,35,2024-09-22,2027-08-08,Online,Pol-Motor
2850,1947,Motor,8844.0,9225407,29,2024-01-04,2026-05-23,Online,Pol-Motor
2851,1301,Property,4158.0,6539682,47,2023-05-13,2027-03-23,Agent,Pol-Property
2852,3090,Health,15735.0,5978067,15,2025-09-16,2026-12-10,Aggregator,Pol-Health
2853,3396,Crop,9038.0,875162,31,2023-07-15,2026-01-30,Agent,Pol-Crop
2854,1071,Motor,11192.0,3790194,12,2023-06-14,2024-06-08,Agent,Pol-Motor
2855,4918,Property,11078.0,1243844,21,2023-09-09,2025-05-31,Online,Pol-Property
2856,3785,Health,12552.0,1895681,48,2023-02-16,2027-01-26,Bancassurance,Pol-Health
2857,1789,Health,3923.0,12405663,16,2024-01-25,2025-05-19,Partnership,Pol-Health
2858,4288,Motor,10977.0,4348333,39,2023-01-22,2026-04-06,Agent,Pol-Motor
2859,1773,Motor,7530.0,22135917,32,2024-08-24,2027-04-11,Bancassurance,Pol-Motor
2860,3806,Travel,9803.0,9590069,6,2024-06-24,2024-12-21,Partnership,Pol-Travel
2861,2215,Crop,5231.0,2694178,24,2025-07-13,2027-07-03,Agent,Pol-Crop
2862,57,Motor,5306.0,3450773,32,2025-08-22,2028-04-08,Online,Pol-Motor
2863,238,Travel,5488.0,8919340,18,2025-01-18,2026-07-12,Agent,Pol-Travel
2864,733,Motor,10568.0,8148038,56,2023-05-27,2028-01-01,Aggregator,Pol-Motor
2865,3890,Health,7030.0,11872305,44,2025-02-09,2028-09-21,Agent,Pol-Health
2866,2825,Property,5599.0,699359,10,2024-07-05,2025-05-01,Agent,Pol-Property
2867,1228,Motor,6194.0,1212325,29,2023-07-25,2025-12-11,Online,Pol-Motor
2868,4238,Motor,13703.0,2894462,9,2023-02-16,2023-11-13,Partnership,Pol-Motor
2869,2455,Health,9387.0,9093477,13,2025-06-14,2026-07-09,Online,Pol-Health
2870,4912,Health,9220.0,10198167,51,2023-12-26,2028-03-04,Bancassurance,Pol-Health
2871,4306,Motor,8377.0,388238,27,2025-06-11,2027-08-30,Bancassurance,Pol-Motor
2872,768,Motor,12530.0,2261877,37,2024-11-30,2027-12-15,Bancassurance,Pol-Motor
2873,3384,Crop,4320.0,8262963,8,2024-02-28,2024-10-25,Partnership,Pol-Crop
2874,2425,Motor,11419.0,1991579,53,2025-01-18,2029-05-27,Bancassurance,Pol-Motor
2875,3425,Motor,7617.0,6451477,2,2025-02-01,2025-04-02,Agent,Pol-Motor
2876,4549,Property,4599.0,7634037,42,2025-05-04,2028-10-15,Online,Pol-Property
2877,714,Motor,7262.0,3235621,4,2024-02-15,2024-06-14,Agent,Pol-Motor
2878,86,Motor,6391.0,5427209,10,2024-04-29,2025-02-23,Online,Pol-Motor
2879,1579,Travel,8696.0,4507479,14,2024-12-04,2026-01-28,Partnership,Pol-Travel
2880,2017,Travel,11502.0,8045991,25,2024-06-08,2026-06-28,Bancassurance,Pol-Travel
2881,3487,Motor,4168.0,4167200,41,2024-05-06,2027-09-18,Bancassurance,Pol-Motor
2882,3428,Crop,17305.0,991937,14,2024-08-20,2025-10-14,Agent,Pol-Crop
2883,3715,Crop,3164.0,8533133,10,2023-09-11,2024-07-07,Online,Pol-Crop
2884,4740,Health,5063.0,5023350,8,2024-05-16,2025-01-11,Aggregator,Pol-Health
2885,1272,Health,19643.0,8478959,6,2025-02-17,2025-08-16,Aggregator,Pol-Health
2886,3814,Motor,3490.0,2415522,5,2023-07-26,2023-12-23,Bancassurance,Pol-Motor
2887,1625,Motor,5454.0,4066047,21,2025-05-10,2027-01-30,Agent,Pol-Motor
2888,2409,Health,4969.0,3279730,49,2023-12-01,2027-12-10,Online,Pol-Health
2889,4846,Crop,2187.0,11686639,23,2023-10-08,2025-08-28,Bancassurance,Pol-Crop
2890,2852,Health,6939.0,9487262,37,2023-03-26,2026-04-09,Aggregator,Pol-Health
2891,1398,Motor,9154.0,20109181,19,2024-03-02,2025-09-23,Partnership,Pol-Motor
2892,1966,Motor,9140.0,4678970,53,2023-02-24,2027-07-03,Online,Pol-Motor
2893,4157,Health,5445.0,1682207,49,2024-08-07,2028-08-16,Agent,Pol-Health
2894,3242,Health,2720.0,2030180,20,2024-04-17,2025-12-08,Aggregator,Pol-Health
2895,1531,Motor,5159.0,11823563,10,2023-08-29,2024-06-24,Partnership,Pol-Motor
2896,775,Health,4653.0,17097804,18,2023-01-28,2024-07-21,Bancassurance,Pol-Health
2897,2462,Property,8296.0,1579827,20,2025-05-04,2026-12-25,Agent,Pol-Property
2898,116,Motor,5490.0,3310896,48,2024-02-17,2028-01-27,Agent,Pol-Motor
2899,1350,Motor,8906.0,1908548,11,2024-08-28,2025-07-24,Agent,Pol-Motor
2900,2746,Motor,2771.0,31403866,15,2023-12-11,2025-03-05,Bancassurance,Pol-Motor
2901,3244,Travel,9935.0,7363821,32,2024-04-12,2026-11-28,Agent,Pol-Travel
2902,2848,Health,9343.0,2363086,11,2024-02-23,2025-01-18,Bancassurance,Pol-Health
2903,627,Health,4167.0,2250055,52,2024-01-20,2028-04-28,Agent,Pol-Health
2904,4619,Property,5036.0,19227314,29,2023-06-23,2025-11-09,Online,Pol-Property
2905,1640,Motor,6134.0,9285726,40,2023-12-25,2027-04-08,Agent,Pol-Motor
2906,2223,Motor,12377.0,5363483,39,2023-01-24,2026-04-08,Partnership,Pol-Motor
2907,2946,Health,6222.0,3536637,1,2025-01-02,2025-02-01,Aggregator,Pol-Health
2908,2422,Health,8526.0,3620089,47,2025-05-06,2029-03-16,Online,Pol-Health
2909,4728,Motor,7201.0,1493645,27,2024-02-07,2026-04-27,Online,Pol-Motor
2910,237,Motor,11372.0,2754613,35,2023-01-19,2025-12-04,Agent,Pol-Motor
2911,3058,Health,7846.0,3451668,8,2024-11-03,2025-07-01,Online,Pol-Health
2912,968,Property,3878.0,4606227,12,2023-02-22,2024-02-17,Online,Pol-Property
2913,4539,Motor,6338.0,4841585,28,2023-04-14,2025-08-01,Aggregator,Pol-Motor
2914,2832,Health,11930.0,12341139,48,2023-12-09,2027-11-18,Aggregator,Pol-Health
2915,3928,Travel,8507.0,2700491,19,2024-11-25,2026-06-18,Online,Pol-Travel
2916,1020,Motor,3924.0,18423566,29,2023-02-21,2025-07-10,Bancassurance,Pol-Motor
2917,2007,Health,17599.0,4678091,54,2024-01-04,2028-06-11,Online,Pol-Health
2918,2894,Health,5346.0,7205716,42,2025-01-12,2028-06-25,Aggregator,Pol-Health
2919,1563,Motor,11525.0,13400091,42,2024-09-02,2028-02-14,Aggregator,Pol-Motor
2920,842,Property,14709.0,8512570,18,2023-08-08,2025-01-29,Bancassurance,Pol-Property
2921,4731,Crop,12334.0,10258359,34,2024-09-15,2027-07-02,Aggregator,Pol-Crop
2922,2204,Property,4679.0,3080470,51,2023-12-23,2028-03-01,Online,Pol-Property
2923,813,Motor,12566.0,4556457,19,2024-02-29,2025-09-21,Online,Pol-Motor
2924,3900,Property,8218.0,10195649,24,2024-08-01,2026-07-22,Online,Pol-Property
2925,3762,Health,3770.0,10406500,34,2024-03-03,2026-12-18,Bancassurance,Pol-Health
2926,3198,Motor,7004.0,6200085,32,2025-01-23,2027-09-10,Agent,Pol-Motor
2927,1710,Motor,4438.0,10124225,2,2023-09-25,2023-11-24,Partnership,Pol-Motor
2928,1065,Crop,8898.0,2541948,32,2024-09-26,2027-05-14,Agent,Pol-Crop
2929,4282,Health,10857.0,9713609,8,2023-09-08,2024-05-05,Online,Pol-Health
2930,2509,Crop,12852.0,12237624,45,2024-03-31,2027-12-11,Agent,Pol-Crop
2931,1719,Motor,7047.0,5355892,53,2025-03-12,2029-07-19,Online,Pol-Motor
2932,3333,Property,4628.0,6264967,9,2025-08-23,2026-05-20,Bancassurance,Pol-Property
2933,2594,Motor,4011.0,857716,23,2024-03-06,2026-01-25,Online,Pol-Motor
2934,1473,Motor,10275.0,18604642,55,2023-07-13,2028-01-18,Online,Pol-Motor
2935,699,Travel,11913.0,7317048,29,2023-01-21,2025-06-09,Agent,Pol-Travel
2936,945,Motor,9627.0,9058523,7,2023-03-16,2023-10-12,Aggregator,Pol-Motor
2937,137,Health,4777.0,7241420,5,2023-02-02,2023-07-02,Agent,Pol-Health
2938,1226,Crop,5318.0,8122222,40,2024-06-08,2027-09-21,Aggregator,Pol-Crop
2939,4989,Property,5501.0,7616818,32,2025-03-21,2027-11-06,Online,Pol-Property
2940,2703,Health,3456.0,20274585,40,2023-07-26,2026-11-07,Online,Pol-Health
2941,4717,Health,9424.0,49981381,3,2025-02-18,2025-05-19,Online,Pol-Health
2942,2205,Health,6821.0,14312385,10,2024-06-18,2025-04-14,Bancassurance,Pol-Health
2943,3327,Motor,14986.0,16540754,40,2025-04-29,2028-08-11,Aggregator,Pol-Motor
2944,2229,Motor,4505.0,3593905,53,2025-01-17,2029-05-26,Online,Pol-Motor
2945,2457,Motor,6810.0,4421143,29,2024-05-24,2026-10-11,Online,Pol-Motor
2946,4949,Motor,3929.0,7481281,45,2025-09-11,2029-05-23,Online,Pol-Motor
2947,3803,Motor,6056.0,8728501,19,2023-05-07,2024-11-27,Online,Pol-Motor
2948,3100,Motor,10877.0,7547776,25,2025-01-02,2027-01-22,Aggregator,Pol-Motor
2949,3735,Motor,7539.0,2262675,20,2023-03-01,2024-10-21,Online,Pol-Motor
2950,4967,Motor,4521.0,3692776,47,2023-04-23,2027-03-03,Online,Pol-Motor
2951,4708,Health,3465.0,3870628,38,2023-01-20,2026-03-05,Agent,Pol-Health
2952,1539,Motor,6201.0,8169946,46,2025-04-01,2029-01-10,Agent,Pol-Motor
2953,1569,Property,8126.0,4037639,10,2024-04-11,2025-02-05,Online,Pol-Property
2954,3271,Crop,11049.0,4488343,51,2023-04-12,2027-06-20,Online,Pol-Crop
2955,4165,Motor,5048.0,4247768,11,2023-08-16,2024-07-11,Online,Pol-Motor
2956,602,Motor,4984.0,9471689,14,2025-05-29,2026-07-23,Online,Pol-Motor
2957,2065,Property,21198.0,15892967,51,2025-08-31,2029-11-08,Agent,Pol-Property
