claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,settlement_amount,status,fraud_flag,days_to_settle
6207,6665,1957,2024-09-30,Theft,37626,35519.0,Pending,1,
6208,8678,2575,2025-09-10,Theft,41711,37859.0,Settled,0,8.0
6209,743,288,2025-01-04,Accident,20512,19263.0,Settled,0,119.0
6210,2109,35,2024-02-03,Accident,46863,48792.0,Settled,0,54.0
6211,470,1192,2024-08-28,Accident,11723,11140.0,Rejected,0,
6212,4486,3961,2025-12-31,Theft,30785,31802.0,Settled,0,103.0
6213,100,2310,2024-07-16,Accident,8962,8849.0,Settled,0,3.0
6214,468,4131,2024-01-08,Theft,6839,6104.0,Settled,0,10.0
6215,4083,624,2025-05-13,Theft,7502,7108.0,Settled,1,16.0
6216,2501,4478,2024-07-14,Fire,9480,8938.0,Settled,0,77.0
6217,6028,3115,2025-05-07,Accident,147094,128189.0,Settled,0,50.0
6218,2363,1393,2024-11-04,Accident,28914,29537.0,Settled,0,35.0
6219,3905,4197,2026-05-27,Accident,27518,23980.0,Settled,0,16.0
6220,8318,1893,2025-06-19,Accident,9863,8822.0,Pending,0,
6221,5162,4234,2024-06-18,Theft,19099,17611.0,Pending,0,
6222,9429,4960,2024-02-13,Theft,81011,83110.0,Settled,0,43.0
6223,7874,4794,2024-07-27,Natural Disaster,87438,86792.0,Settled,0,7.0
6224,8477,3360,2024-04-21,Accident,103435,95633.0,Settled,0,99.0
6225,5295,1872,2024-02-04,Fire,51317,53317.0,Settled,0,51.0
6226,8417,1434,2026-01-19,Health,62988,63078.0,Settled,0,57.0
6227,4349,1230,2025-04-09,Fire,43399,45471.0,Rejected,0,
6228,9417,989,2026-05-27,Fire,80252,73626.0,Rejected,0,
6229,1853,1271,2025-06-28,Natural Disaster,97951,98071.0,Settled,0,65.0
6230,8596,3379,2024-12-10,Accident,24784,22233.0,Settled,1,78.0
6231,5425,2202,2026-06-14,Natural Disaster,12274,11178.0,Rejected,0,
6232,4801,2619,2024-02-26,Health,160312,148465.0,Pending,0,
6233,9596,1786,2025-03-05,Accident,184568,176886.0,Settled,0,65.0
6234,4026,4975,2024-01-09,Fire,16773,16048.0,Pending,0,
6235,8499,582,2026-01-24,Theft,29955,27571.0,Settled,0,33.0
6236,4006,3859,2025-06-03,Accident,202720,210014.0,Settled,0,109.0
6237,9812,1879,2025-09-27,Health,37195,39030.0,Settled,0,11.0
6238,7545,841,2025-08-24,Accident,17208,16728.0,Pending,0,
6239,2707,1198,2025-08-20,Theft,139744,141036.0,Settled,0,82.0
6240,1406,2346,2025-04-25,Theft,23219,23594.0,Settled,0,29.0
6241,9038,1923,2025-06-19,Natural Disaster,13928,12173.0,Settled,0,80.0
6242,6220,3779,2024-09-29,Natural Disaster,19994,20252.0,Pending,0,
6243,8109,3763,2025-10-19,Natural Disaster,81022,71605.0,Settled,0,107.0
6244,2302,4469,2026-01-24,Accident,8968,9147.0,Rejected,0,
6245,464,4646,2024-10-21,Health,33733,34706.0,Settled,0,64.0
6246,3390,3850,2025-10-15,Accident,16064,15870.0,Settled,0,98.0
6247,1281,3125,2024-03-02,Accident,257873,240273.0,Settled,0,33.0
6248,940,3977,2026-01-14,Accident,20904,21416.0,Settled,0,83.0
6249,523,1800,2025-03-16,Natural Disaster,45125,45760.0,Pending,0,
6250,6017,4932,2025-10-29,Health,42600,41780.0,Settled,0,102.0
6251,7427,224,2025-02-11,Accident,22753,20977.0,Settled,0,86.0
6252,5270,1508,2026-03-25,Accident,5695,5520.0,Settled,0,57.0
6253,8619,786,2025-04-01,Health,310870,290746.0,Settled,0,79.0
6254,7814,2726,2026-05-12,Natural Disaster,38178,39907.0,Settled,0,112.0
6255,8726,2791,2024-02-14,Fire,15736,15099.0,Pending,0,
6256,9325,602,2026-03-26,Accident,380860,349256.0,Pending,0,
6257,3918,4483,2024-08-05,Fire,166137,173254.0,Settled,0,96.0
6258,7167,1852,2024-07-22,Accident,18998,16794.0,Settled,0,78.0
6259,6382,2927,2024-11-06,Fire,35445,32505.0,Settled,0,82.0
6260,4832,4695,2024-05-01,Theft,26708,27206.0,Pending,0,
6261,9757,1659,2025-12-18,Fire,40897,41090.0,Settled,0,16.0
6262,389,1494,2026-06-07,Natural Disaster,41030,35634.0,Settled,0,31.0
6263,6508,4113,2024-08-07,Accident,63689,58372.0,Pending,0,
6264,5539,1618,2025-04-17,Accident,43054,37487.0,Settled,0,13.0
6265,2928,1065,2024-08-20,Theft,48898,43581.0,Settled,0,59.0
6266,775,2549,2026-01-23,Natural Disaster,21005,19451.0,Settled,0,74.0
6267,31,2155,2025-09-30,Accident,54906,48428.0,Settled,0,82.0
6268,9489,2954,2026-05-06,Theft,108973,110649.0,Settled,0,96.0
6269,3602,3624,2025-11-29,Fire,17882,17744.0,Settled,0,43.0
6270,4175,819,2026-06-08,Fire,23739,22759.0,Settled,0,58.0
6271,9469,4831,2025-06-28,Health,20741,21188.0,Pending,0,
6272,9571,2865,2025-02-18,Theft,31818,31207.0,Pending,0,
6273,1872,1219,2024-03-19,Accident,114998,119345.0,Settled,0,64.0
6274,8297,2431,2024-02-22,Accident,26806,24968.0,Pending,0,
6275,4702,3659,2024-08-26,Health,21227,21807.0,Settled,0,86.0
6276,8291,2857,2025-11-21,Theft,68967,60267.0,Settled,0,78.0
6277,5876,4687,2025-06-24,Theft,88776,88143.0,Pending,0,
6278,8362,2030,2026-04-19,Natural Disaster,8724,7664.0,Pending,0,
6279,7410,4767,2026-03-31,Theft,28439,26030.0,Settled,0,48.0
6280,2846,1380,2024-09-19,Health,25766,25739.0,Settled,0,70.0
6281,8094,718,2024-08-25,Theft,180457,181392.0,Pending,0,
6282,6213,856,2026-01-14,Theft,80769,75335.0,Settled,0,95.0
6283,1217,1865,2024-08-04,Health,60593,52265.0,Settled,0,108.0
6284,4612,2939,2025-05-11,Accident,183136,176137.0,Pending,0,
6285,139,2111,2026-01-24,Accident,95824,90309.0,Pending,0,
6286,2234,3268,2024-04-25,Theft,34215,29747.0,Pending,1,
6287,2189,4390,2026-02-27,Health,76432,73975.0,Settled,0,61.0
6288,778,333,2024-09-19,Theft,69169,61247.0,Settled,0,10.0
6289,7020,4077,2025-06-13,Natural Disaster,64124,60484.0,Rejected,0,
6290,7157,4490,2024-07-18,Theft,121145,103388.0,Settled,0,71.0
6291,6872,3454,2025-08-02,Natural Disaster,129238,110876.0,Pending,0,
6292,3346,804,2026-03-25,Accident,60861,58900.0,Settled,0,109.0
6293,5719,1505,2026-02-14,Health,22838,21977.0,Settled,0,114.0
6294,2155,3288,2024-04-25,Accident,28725,28072.0,Rejected,0,
6295,8291,2857,2024-12-08,Health,22384,20238.0,Pending,0,
6296,9388,426,2024-09-05,Accident,41421,42053.0,Settled,0,77.0
6297,9880,3931,2025-10-06,Health,10723,9922.0,Pending,0,
6298,7454,630,2025-11-25,Accident,45957,39511.0,Settled,0,61.0
6299,6593,1574,2025-09-26,Theft,10945,11101.0,Settled,0,43.0
6300,765,3244,2025-02-21,Theft,28694,29092.0,Settled,0,13.0
6301,7235,2450,2026-03-16,Health,72056,63040.0,Settled,0,111.0
6302,2692,4211,2024-12-03,Accident,188658,161382.0,Settled,0,108.0
6303,7138,927,2024-05-20,Accident,27563,28115.0,Settled,0,91.0
6304,8193,729,2025-04-06,Fire,215871,211311.0,Settled,0,27.0
6305,4117,2219,2024-09-15,Fire,219102,215052.0,Pending,0,
6306,5422,1740,2025-06-12,Accident,48776,41590.0,Settled,0,27.0
6307,140,3099,2025-01-22,Theft,100243,102289.0,Settled,0,74.0
6308,9622,4977,2025-04-06,Accident,64399,58337.0,Settled,0,46.0
6309,4302,2597,2025-05-17,Health,339811,354602.0,Settled,0,70.0
6310,7641,1470,2024-03-07,Accident,240107,247729.0,Pending,0,
6311,668,713,2026-05-19,Accident,27792,27098.0,Settled,0,84.0
6312,8392,336,2024-06-24,Theft,88443,81355.0,Settled,1,55.0
6313,3136,53,2025-05-11,Health,32089,31394.0,Rejected,0,
6314,5544,3280,2025-10-04,Theft,34729,35381.0,Settled,0,11.0
6315,1125,2629,2024-09-08,Theft,78683,68339.0,Settled,1,24.0
6316,4825,2232,2025-06-05,Accident,24706,24909.0,Settled,0,39.0
6317,3127,803,2025-03-19,Theft,19471,20395.0,Settled,0,33.0
6318,2391,4686,2025-12-03,Health,3922,3691.0,Settled,0,19.0
6319,5948,2923,2024-10-31,Accident,10130,9028.0,Rejected,0,
6320,229,963,2024-07-01,Accident,35806,31972.0,Settled,0,109.0
6321,7227,3240,2025-03-14,Fire,49208,50568.0,Settled,0,116.0
6322,5572,635,2026-04-20,Health,84255,87903.0,Settled,0,95.0
6323,5606,1548,2026-03-29,Health,198090,168543.0,Settled,1,33.0
6324,6945,1924,2024-08-18,Accident,25760,25462.0,Pending,0,
6325,2541,2604,2024-03-09,Health,19188,16951.0,Settled,0,99.0
6326,1521,4821,2025-05-24,Theft,45011,39900.0,Pending,1,
6327,5165,2677,2026-02-07,Accident,105068,108650.0,Settled,0,58.0
6328,6009,4222,2024-03-11,Fire,132035,131534.0,Pending,0,
6329,4607,3756,2024-01-05,Health,54232,51123.0,Pending,0,
6330,7218,4778,2024-01-01,Accident,26014,27006.0,Settled,0,101.0
6331,3119,144,2024-12-18,Health,37452,39041.0,Settled,0,70.0
6332,2509,3005,2024-05-30,Fire,61736,58762.0,Settled,0,14.0
6333,1708,1350,2024-10-26,Accident,36913,38580.0,Settled,0,108.0
6334,4036,772,2025-12-30,Fire,29039,28700.0,Settled,0,39.0
6335,4952,2478,2026-05-04,Theft,32018,28485.0,Settled,0,15.0
6336,3105,1132,2025-06-10,Natural Disaster,9812,9548.0,Settled,0,101.0
6337,1356,991,2024-02-28,Fire,24816,22912.0,Settled,0,11.0
6338,1301,672,2024-01-06,Fire,48318,49267.0,Settled,1,107.0
6339,3041,4737,2024-02-19,Fire,31362,30991.0,Pending,0,
6340,1198,765,2026-04-06,Natural Disaster,41110,36346.0,Settled,0,10.0
6341,9278,518,2026-05-26,Accident,96461,89087.0,Settled,0,4.0
6342,4830,203,2024-01-09,Natural Disaster,36507,34190.0,Settled,0,69.0
6343,5392,4321,2026-05-05,Accident,36759,33798.0,Settled,0,65.0
6344,54,4571,2025-06-08,Accident,49575,49350.0,Settled,0,105.0
6345,9072,3625,2025-12-12,Natural Disaster,95593,84388.0,Settled,0,76.0
6346,6537,1926,2024-06-21,Accident,62096,59939.0,Rejected,0,
6347,3363,2136,2024-12-29,Accident,41864,35990.0,Settled,0,27.0
6348,5813,2207,2025-02-07,Accident,13479,13476.0,Settled,0,97.0
6349,2987,3489,2025-03-22,Health,32805,30996.0,Settled,0,10.0
6350,5446,4208,2025-01-15,Health,42729,40343.0,Settled,0,48.0
6351,473,3318,2024-04-06,Fire,22361,22738.0,Settled,0,51.0
6352,312,2067,2025-01-18,Accident,14408,14655.0,Rejected,0,
6353,2204,3089,2024-04-05,Accident,32237,28895.0,Rejected,0,
6354,727,4344,2025-10-27,Theft,79254,77628.0,Settled,0,52.0
6355,7510,4417,2025-12-06,Health,50438,47122.0,Pending,0,
6356,4839,4682,2025-07-08,Health,393537,343045.0,Rejected,0,
6357,9619,4151,2024-12-25,Theft,40082,39402.0,Settled,0,70.0
6358,2394,3603,2024-01-06,Accident,168535,174895.0,Settled,0,90.0
6359,9510,3451,2024-08-28,Accident,87493,81619.0,Settled,0,52.0
6360,5692,1981,2026-01-11,Accident,25033,25122.0,Settled,0,8.0
6361,3971,1951,2024-01-17,Accident,49272,46857.0,Settled,0,45.0
6362,7063,1621,2025-10-23,Health,33064,30931.0,Settled,0,109.0
6363,2157,1489,2025-04-20,Accident,71854,71012.0,Settled,0,113.0
6364,5211,4807,2024-05-09,Accident,17329,16953.0,Settled,0,36.0
6365,8266,3305,2025-08-14,Health,8768,7819.0,Settled,0,111.0
6366,9496,3998,2024-05-01,Health,221241,219655.0,Settled,0,114.0
6367,8632,1046,2026-03-02,Theft,85920,85349.0,Settled,1,117.0
6368,3301,1365,2025-12-29,Natural Disaster,87750,86558.0,Settled,0,95.0
6369,553,4335,2024-02-05,Health,71679,71953.0,Pending,0,
6370,9110,3716,2024-09-09,Health,77703,75971.0,Settled,1,25.0
6371,2929,4282,2026-06-18,Accident,214655,185056.0,Settled,0,37.0
6372,7106,1361,2025-12-17,Theft,547463,527890.0,Settled,0,94.0
6373,6172,2921,2026-06-14,Accident,10069,9934.0,Settled,0,11.0
6374,9193,3833,2024-03-10,Accident,30183,27325.0,Settled,0,54.0
6375,8298,169,2026-05-19,Accident,34498,34764.0,Settled,0,108.0
6376,8920,1851,2024-02-04,Natural Disaster,64565,66052.0,Settled,0,42.0
6377,360,4350,2024-02-09,Fire,268662,261961.0,Settled,0,66.0
6378,4310,3765,2026-03-08,Health,105746,94197.0,Pending,0,
6379,9027,304,2025-07-29,Theft,95719,88644.0,Rejected,0,
6380,1770,421,2024-12-31,Natural Disaster,213348,202386.0,Settled,0,108.0
6381,2434,1122,2024-07-25,Health,11886,12083.0,Settled,0,86.0
6382,9657,169,2025-05-10,Theft,42499,41693.0,Pending,0,
6383,8493,2911,2025-03-01,Fire,37065,33962.0,Settled,0,75.0
6384,2101,697,2025-03-02,Natural Disaster,41878,38380.0,Settled,0,25.0
6385,3149,1594,2024-09-03,Natural Disaster,35504,33249.0,Settled,0,88.0
6386,2516,505,2025-12-25,Accident,47095,47707.0,Settled,0,3.0
6387,5127,2211,2026-03-12,Fire,115054,113328.0,Settled,0,107.0
6388,2424,2445,2026-02-18,Accident,19810,19298.0,Settled,0,57.0
6389,7629,2051,2024-12-14,Health,235695,228905.0,Pending,0,
6390,4676,2027,2026-04-30,Theft,74653,74271.0,Settled,0,113.0
6391,1855,4882,2024-12-15,Theft,127440,110631.0,Rejected,0,
6392,219,1397,2024-09-04,Accident,15043,15777.0,Settled,0,48.0
6393,7392,2518,2025-06-08,Accident,102171,87609.0,Pending,0,
6394,7685,3602,2025-05-19,Theft,165000,150215.0,Rejected,1,
6395,259,1617,2025-08-21,Health,12708,11256.0,Settled,0,31.0
6396,1882,4176,2025-11-13,Accident,40172,34619.0,Pending,0,
6397,3718,3798,2025-11-29,Theft,86845,86982.0,Settled,0,109.0
6398,4052,20,2025-12-20,Health,99300,103702.0,Settled,0,65.0
6399,7937,1359,2024-05-07,Health,71795,62930.0,Settled,0,117.0
6400,1661,4397,2024-05-16,Theft,62306,65161.0,Pending,0,
6401,5168,1534,2024-11-02,Accident,34140,31622.0,Pending,0,
6402,7117,462,2025-07-11,Fire,93676,83490.0,Pending,0,
6403,316,342,2026-03-04,Accident,59564,58630.0,Settled,0,66.0
6404,3839,4264,2024-04-01,Fire,46250,46801.0,Settled,0,56.0
6405,8265,2145,2025-09-14,Accident,22063,23014.0,Rejected,0,
6406,6112,2157,2025-08-27,Accident,171089,159496.0,Pending,0,
6407,2134,1749,2025-03-27,Accident,101942,106411.0,Settled,0,52.0
6408,2410,4040,2025-02-28,Natural Disaster,56882,49235.0,Settled,0,22.0
6409,3090,2212,2024-12-31,Natural Disaster,70021,68705.0,Settled,0,54.0
6410,3346,804,2025-11-06,Health,26081,25628.0,Pending,0,
6411,3437,124,2025-12-14,Health,26942,24962.0,Rejected,0,
6412,4198,1512,2025-06-01,Natural Disaster,36539,36582.0,Rejected,0,
6413,7359,2135,2024-04-03,Health,12122,11097.0,Settled,0,88.0
6414,6429,3381,2025-10-04,Fire,24026,23135.0,Settled,0,75.0
6415,4952,2478,2024-03-27,Theft,28391,24399.0,Settled,0,108.0
6416,882,3056,2025-10-14,Health,8389,7882.0,Pending,0,
6417,5843,2109,2024-12-17,Theft,206166,193554.0,Settled,0,36.0
6418,255,73,2026-06-07,Health,61328,60658.0,Rejected,0,
6419,1616,361,2025-03-30,Accident,79110,74709.0,Rejected,0,
6420,1203,1093,2025-03-30,Natural Disaster,109579,103642.0,Settled,0,99.0
6421,1568,4928,2024-05-13,Health,158020,163415.0,Settled,0,86.0
6422,4359,4851,2025-12-06,Accident,6329,6434.0,Pending,0,
6423,652,4781,2025-09-12,Accident,73593,69193.0,Settled,0,70.0
6424,9915,3877,2024-02-15,Accident,14957,13119.0,Settled,0,11.0
6425,2396,2335,2025-02-28,Accident,61024,55832.0,Pending,1,
6426,7182,1867,2024-08-20,Accident,11663,11380.0,Settled,0,44.0
6427,8721,1366,2024-07-07,Natural Disaster,43149,37553.0,Settled,0,110.0
6428,2554,4333,2025-01-18,Health,94385,84383.0,Settled,0,53.0
6429,251,4286,2024-04-25,Fire,83176,79224.0,Settled,0,108.0
6430,4230,357,2024-11-16,Natural Disaster,13809,12276.0,Settled,0,43.0
6431,2957,2065,2026-03-07,Accident,59132,54670.0,Settled,0,55.0
6432,5763,4408,2025-06-12,Accident,124620,109735.0,Settled,0,97.0
6433,6325,1668,2024-12-25,Theft,62454,61912.0,Settled,0,102.0
6434,8095,658,2024-11-13,Health,21792,22278.0,Settled,0,42.0
6435,3464,1666,2024-09-08,Accident,117132,100447.0,Settled,0,93.0
6436,9287,2938,2026-03-03,Accident,89758,82927.0,Settled,0,15.0
6437,2158,4768,2025-12-23,Accident,63847,64554.0,Rejected,0,
6438,7243,3675,2025-02-25,Health,605622,551036.0,Settled,0,107.0
6439,7099,2038,2024-10-27,Health,101188,101533.0,Settled,0,51.0
6440,1866,3059,2025-02-26,Fire,108290,103413.0,Rejected,0,
6441,3505,2407,2025-09-13,Health,128168,116978.0,Settled,0,33.0
6442,6433,2075,2024-01-08,Natural Disaster,57935,50081.0,Settled,0,112.0
6443,9850,3416,2024-08-01,Accident,28901,28408.0,Settled,0,64.0
6444,8133,368,2024-05-11,Fire,84515,79211.0,Settled,0,3.0
6445,1416,1572,2024-02-26,Accident,98157,91387.0,Settled,0,82.0
6446,7622,2422,2025-01-31,Natural Disaster,21151,20483.0,Settled,0,6.0
6447,1367,1925,2024-12-07,Health,332145,308409.0,Settled,0,111.0
6448,8810,716,2025-09-29,Natural Disaster,38692,37843.0,Rejected,0,
6449,9766,1186,2024-01-27,Natural Disaster,29085,29357.0,Settled,0,59.0
6450,4061,2427,2025-05-05,Fire,156510,155481.0,Settled,0,69.0
6451,3106,1972,2025-07-27,Natural Disaster,65528,62089.0,Pending,0,
6452,6276,628,2024-02-02,Health,72206,68043.0,Settled,0,115.0
6453,6023,1115,2026-04-02,Accident,252771,244521.0,Settled,0,101.0
6454,5973,575,2024-06-19,Accident,114095,97223.0,Rejected,0,
6455,2412,4858,2024-06-22,Accident,134213,129705.0,Settled,0,23.0
6456,992,1167,2024-10-02,Health,21067,21256.0,Settled,0,12.0
6457,7125,1095,2024-07-16,Accident,38153,38666.0,Settled,0,78.0
6458,83,4245,2024-01-08,Accident,37780,35156.0,Settled,0,5.0
6459,8956,3724,2024-04-13,Health,13825,12689.0,Settled,0,84.0
6460,2493,3071,2024-07-18,Health,90117,84684.0,Settled,0,61.0
6461,2161,4975,2025-03-22,Accident,229530,202880.0,Settled,0,34.0
6462,7474,4944,2024-10-03,Natural Disaster,6066,6144.0,Settled,0,24.0
6463,1915,3509,2025-12-20,Natural Disaster,115489,98453.0,Settled,0,62.0
6464,1108,2745,2025-09-12,Natural Disaster,76525,68754.0,Settled,0,35.0
6465,9992,4740,2024-07-22,Health,534715,503383.0,Settled,0,12.0
6466,8336,3706,2024-02-10,Health,381847,343230.0,Settled,0,12.0
6467,3888,1234,2025-10-21,Health,98984,88196.0,Settled,0,89.0
6468,2104,314,2024-02-05,Health,84890,84961.0,Pending,0,
6469,5532,4083,2024-04-03,Theft,13035,12573.0,Settled,0,74.0
6470,4810,3891,2026-06-02,Accident,566044,550850.0,Settled,0,8.0
6471,621,4680,2025-09-12,Health,11558,10316.0,Settled,0,113.0
6472,6165,4149,2024-07-27,Accident,49361,50306.0,Settled,1,45.0
6473,8822,3593,2025-12-07,Accident,38024,32447.0,Pending,0,
6474,6757,4806,2026-01-04,Accident,65135,62406.0,Settled,0,6.0
6475,7468,1014,2025-08-29,Fire,19629,20441.0,Rejected,0,
6476,6991,3835,2024-02-08,Accident,23011,23986.0,Settled,0,50.0
6477,8006,1511,2024-01-15,Fire,35256,32642.0,Settled,1,10.0
6478,1577,995,2025-11-20,Health,69910,60073.0,Settled,0,75.0
6479,2339,3120,2025-10-11,Accident,7670,7952.0,Settled,0,89.0
6480,5176,2890,2024-04-12,Accident,56004,50370.0,Pending,0,
6481,6263,3704,2024-11-01,Health,27042,23420.0,Settled,0,116.0
6482,1493,1858,2025-09-09,Natural Disaster,56446,48368.0,Pending,0,
6483,5914,390,2025-08-10,Accident,28112,24969.0,Rejected,0,
6484,2367,2862,2024-12-09,Accident,9851,9678.0,Settled,0,72.0
6485,3786,2662,2026-05-26,Accident,442205,395196.0,Settled,0,65.0
6486,1663,2058,2025-08-03,Accident,37799,36561.0,Settled,0,74.0
6487,3844,501,2024-02-04,Health,32736,32512.0,Settled,0,49.0
6488,7421,1630,2024-10-29,Accident,294838,265404.0,Settled,0,101.0
6489,6666,2073,2024-09-18,Health,101458,92788.0,Pending,0,
6490,7143,537,2024-02-28,Health,24589,22735.0,Settled,0,109.0
6491,6764,2882,2026-01-30,Accident,101967,90001.0,Settled,0,38.0
6492,1464,914,2025-03-22,Accident,40255,36592.0,Rejected,0,
6493,4592,4253,2025-10-06,Health,12169,12007.0,Settled,0,86.0
6494,3055,261,2025-01-23,Theft,9883,9862.0,Settled,0,89.0
6495,6667,2397,2024-05-25,Natural Disaster,22141,22186.0,Settled,0,119.0
6496,3618,222,2025-07-31,Accident,151509,137876.0,Settled,0,6.0
6497,5284,752,2024-02-19,Theft,143411,133195.0,Pending,0,
6498,2256,1900,2025-01-01,Natural Disaster,101259,90427.0,Settled,0,68.0
6499,609,3383,2024-05-31,Accident,21645,22527.0,Pending,0,
6500,4215,4465,2024-07-09,Theft,36411,35722.0,Settled,0,41.0
6501,1994,4300,2024-11-23,Natural Disaster,135984,141488.0,Settled,0,95.0
6502,6866,1602,2026-04-22,Accident,129610,116682.0,Settled,0,31.0
6503,6869,705,2024-05-29,Health,25088,21591.0,Settled,0,80.0
6504,4951,3569,2026-02-08,Theft,109446,103439.0,Settled,0,76.0
6505,9711,2814,2025-01-07,Natural Disaster,29911,26425.0,Settled,0,119.0
6506,9431,819,2026-01-29,Natural Disaster,10726,10721.0,Settled,0,40.0
6507,4772,4195,2026-02-23,Accident,35458,33183.0,Settled,0,5.0
6508,1733,4966,2025-03-21,Health,150907,145048.0,Settled,0,99.0
6509,6503,2996,2024-04-08,Theft,14191,13570.0,Settled,0,67.0
6510,6479,3542,2024-06-13,Accident,185371,175556.0,Settled,0,82.0
6511,3544,280,2024-09-16,Health,39066,36525.0,Settled,0,31.0
6512,3852,46,2024-04-10,Health,50663,44422.0,Settled,0,54.0
6513,9811,1987,2024-07-12,Theft,15118,14159.0,Pending,0,
6514,2785,3850,2025-09-22,Health,44355,37977.0,Settled,1,77.0
6515,7674,1524,2026-01-19,Natural Disaster,273887,242903.0,Settled,0,75.0
6516,114,3895,2024-04-29,Health,69039,59313.0,Settled,0,28.0
6517,9126,3038,2025-01-21,Health,81733,77493.0,Settled,0,34.0
6518,461,3889,2025-08-11,Accident,9884,9151.0,Settled,0,79.0
6519,9944,4375,2024-06-12,Health,103618,102578.0,Settled,0,89.0
6520,9214,4324,2024-12-02,Accident,17511,15622.0,Rejected,0,
6521,1255,2370,2024-02-06,Natural Disaster,19017,18204.0,Settled,0,79.0
6522,1603,2997,2025-07-31,Health,113319,97042.0,Settled,1,51.0
6523,588,3675,2026-05-16,Theft,16144,14029.0,Settled,0,45.0
6524,1509,3357,2025-11-12,Accident,18575,16672.0,Pending,1,
6525,6804,1903,2024-12-09,Accident,35470,32591.0,Settled,0,15.0
6526,9250,4988,2025-03-01,Accident,40781,42170.0,Rejected,0,
6527,5782,3533,2025-04-07,Natural Disaster,192118,192075.0,Settled,0,7.0
6528,5263,1083,2026-02-24,Health,99041,91557.0,Settled,0,88.0
6529,8801,3574,2025-08-17,Health,72194,72272.0,Settled,0,103.0
6530,7874,4794,2024-10-15,Accident,26257,24541.0,Settled,0,69.0
6531,7259,2469,2024-08-23,Accident,34039,29458.0,Settled,0,38.0
6532,2719,775,2024-06-29,Accident,61760,52562.0,Pending,0,
6533,7168,779,2025-07-04,Fire,43806,41702.0,Settled,0,115.0
6534,1754,2630,2025-07-08,Fire,53344,50543.0,Settled,0,8.0
6535,6841,4420,2025-07-02,Health,87968,89875.0,Settled,0,57.0
6536,1089,4744,2026-05-26,Theft,141413,125475.0,Settled,0,77.0
6537,2291,531,2026-01-27,Health,86780,76253.0,Settled,0,39.0
6538,6503,2996,2024-09-30,Accident,23424,22310.0,Rejected,0,
6539,558,983,2026-06-17,Health,115580,115104.0,Pending,0,
6540,283,4291,2025-05-27,Theft,40947,35717.0,Settled,0,32.0
6541,5634,4617,2025-08-09,Health,13698,14223.0,Settled,0,64.0
6542,9914,1205,2026-02-04,Accident,18052,16082.0,Settled,0,14.0
6543,9491,2408,2025-05-22,Natural Disaster,12323,11212.0,Settled,0,19.0
6544,1906,2245,2024-03-02,Health,35811,33525.0,Settled,1,8.0
6545,495,3420,2025-04-19,Accident,37889,36141.0,Settled,0,99.0
6546,8590,703,2024-05-30,Accident,13842,13739.0,Pending,0,
6547,1337,4838,2025-07-30,Natural Disaster,55208,53242.0,Settled,0,13.0
6548,9711,2814,2024-07-24,Natural Disaster,622271,606869.0,Settled,0,12.0
6549,7969,1480,2024-12-17,Accident,64191,63948.0,Settled,0,110.0
6550,5164,4672,2024-02-24,Health,57797,55528.0,Settled,0,82.0
6551,8425,1731,2026-03-16,Accident,27028,23802.0,Pending,0,
6552,5650,1483,2024-11-16,Theft,101998,88865.0,Settled,0,40.0
6553,1309,3024,2025-06-10,Accident,5915,6042.0,Rejected,0,
6554,544,4151,2026-02-24,Accident,26172,26619.0,Settled,0,10.0
6555,7857,1027,2024-08-19,Theft,137711,131237.0,Settled,1,13.0
6556,5847,1438,2026-01-31,Health,15866,14027.0,Settled,0,73.0
6557,1340,1645,2025-05-23,Health,30111,25603.0,Pending,0,
6558,98,3317,2025-08-17,Theft,14679,13744.0,Settled,0,118.0
6559,430,1041,2024-08-06,Fire,58705,60065.0,Settled,0,81.0
6560,2024,4881,2024-06-06,Health,24619,22598.0,Settled,0,62.0
6561,6534,4397,2025-06-25,Health,11967,10960.0,Pending,0,
6562,9574,4482,2024-12-26,Health,30909,29716.0,Settled,0,25.0
6563,9364,4812,2025-09-12,Accident,15557,14622.0,Pending,0,
6564,9265,2696,2024-03-20,Theft,99875,85639.0,Pending,0,
6565,4250,2965,2025-05-07,Fire,41434,39149.0,Pending,0,
6566,8120,1853,2024-06-26,Health,352064,356567.0,Settled,0,74.0
6567,1280,2250,2025-11-29,Theft,100865,94323.0,Settled,0,67.0
6568,8039,2134,2024-10-14,Natural Disaster,82231,75610.0,Settled,1,103.0
6569,3718,3798,2025-06-02,Theft,35725,31406.0,Settled,0,37.0
6570,4077,3740,2024-10-17,Fire,21924,21757.0,Settled,0,21.0
6571,2491,1013,2024-12-17,Accident,26436,23626.0,Settled,0,88.0
6572,7794,1701,2025-07-07,Theft,278508,250625.0,Settled,0,86.0
6573,9984,2420,2025-05-13,Health,13851,14267.0,Settled,0,11.0
6574,2292,1618,2026-01-01,Accident,17003,15320.0,Settled,0,30.0
6575,9216,1432,2024-06-06,Health,20362,21090.0,Settled,0,71.0
6576,4268,284,2025-01-04,Health,70698,73032.0,Settled,1,52.0
6577,4883,189,2026-03-21,Theft,79204,83002.0,Settled,0,85.0
6578,2658,2134,2026-02-27,Accident,21274,21733.0,Pending,0,
6579,2441,4780,2024-08-03,Health,30521,26629.0,Settled,0,102.0
6580,1439,1321,2025-04-02,Health,27423,26996.0,Settled,0,89.0
