date,region,rainfall_mm,max_temp,min_temp,cyclone_event,wind_speed_kmph,flood_index
2021-04-19,Coastal,3.9,38.6,27.900000000000002,0,27.8,0.89
2022-12-28,Inland,6.4,35.9,24.799999999999997,0,23.3,0.82
2022-02-24,Coastal,3.0,28.3,22.200000000000003,0,26.4,0.97
2022-12-01,Inland,3.6,35.2,28.1,0,5.9,0.35
2024-06-11,Mountain,3.7,34.9,26.299999999999997,0,14.9,0.26
2023-03-10,Mountain,3.3,25.8,14.5,0,38.8,0.33
2023-01-20,Inland,3.9,26.2,16.2,0,6.1,0.7
2024-10-30,Urban,11.7,40.8,32.099999999999994,0,15.6,0.13
2022-06-26,Coastal,6.4,38.4,29.2,0,36.0,0.5
2022-08-27,Urban,8.9,38.7,28.500000000000004,0,35.3,0.12
2023-09-07,Inland,3.8,35.4,26.7,0,8.2,0.17
2023-04-27,Coastal,18.4,30.6,23.200000000000003,0,37.3,0.0
2024-12-22,Coastal,14.1,26.7,18.2,0,9.3,0.31
2022-04-01,Urban,7.7,32.2,23.400000000000002,0,39.5,0.16
2022-02-16,Coastal,33.7,21.4,14.399999999999999,1,174.0,0.14
2025-03-27,Mountain,5.3,22.0,14.4,0,24.4,0.31
2022-04-25,Coastal,13.3,31.9,24.7,0,23.7,0.98
2024-02-10,Mountain,0.6,29.8,22.200000000000003,0,36.9,0.55
2023-08-14,Urban,8.1,41.4,31.099999999999998,0,6.3,0.14
2021-09-09,Mountain,0.8,35.8,24.599999999999998,0,31.0,0.16
2022-03-05,Coastal,11.4,39.7,31.6,0,15.1,0.85
2020-06-06,Mountain,30.3,25.5,13.5,0,7.8,0.38
2023-06-12,Coastal,5.1,34.0,27.5,0,9.8,0.7
2023-09-22,Urban,1.3,37.7,30.300000000000004,0,12.2,0.2
2024-05-17,Mountain,5.2,33.4,24.5,0,29.6,0.62
2020-10-19,Inland,5.6,32.1,21.6,0,20.0,0.09
2023-12-12,Coastal,0.9,38.4,30.0,0,20.9,0.76
2021-04-27,Coastal,5.3,35.2,27.400000000000002,0,18.9,0.74
2024-08-01,Coastal,9.9,36.8,28.699999999999996,0,18.2,0.68
2021-07-05,Coastal,2.2,23.5,15.9,0,14.4,0.44
2022-08-18,Urban,15.5,22.9,12.999999999999998,0,5.2,0.6
2020-01-18,Urban,1.9,22.1,14.100000000000001,0,31.6,0.32
2023-01-06,Mountain,1.4,40.9,29.7,0,26.4,0.42
2022-07-21,Mountain,10.7,33.7,24.400000000000002,0,18.2,0.76
2023-11-05,Coastal,25.2,38.2,26.500000000000004,0,18.1,0.62
2023-07-02,Mountain,5.1,23.1,16.0,0,5.1,0.42
2020-09-06,Coastal,5.7,20.0,8.6,0,27.4,0.4
2025-01-07,Inland,3.9,37.2,26.200000000000003,0,38.8,0.62
2022-09-22,Coastal,5.2,31.7,21.1,0,33.1,0.6
2020-04-26,Urban,1.9,28.6,19.3,0,30.5,0.17
2023-02-01,Urban,8.4,30.4,19.099999999999998,0,38.9,0.76
2023-01-17,Coastal,4.4,28.2,17.5,0,22.2,0.43
2021-03-18,Mountain,1.4,22.5,11.7,0,31.5,0.42
2020-11-24,Inland,2.6,39.4,32.199999999999996,0,21.5,0.34
2020-06-11,Coastal,2.5,37.0,25.4,1,98.2,0.35
2021-06-19,Inland,9.3,20.7,8.799999999999999,0,12.4,0.32
2023-10-25,Urban,15.4,25.8,16.4,0,30.1,0.48
2025-06-14,Coastal,4.3,39.6,28.700000000000003,0,39.7,0.32
2021-05-23,Urban,25.5,37.0,27.5,0,14.7,0.83
2023-08-09,Coastal,3.5,40.7,33.2,0,22.7,0.87
2020-07-19,Inland,20.5,35.1,24.900000000000002,0,6.4,0.67
2025-06-04,Mountain,7.6,24.9,15.499999999999998,0,13.8,0.72
2022-12-06,Coastal,1.5,30.6,23.1,0,35.3,0.46
2020-11-01,Urban,4.7,36.1,26.0,0,28.0,0.22
2024-06-24,Coastal,8.8,36.9,29.4,0,28.4,0.08
2022-08-15,Coastal,23.9,20.8,14.0,0,30.4,0.61
2023-11-18,Mountain,1.6,25.1,15.700000000000001,0,37.1,0.07
2023-09-19,Mountain,23.2,20.1,11.400000000000002,0,25.9,0.47
2021-05-25,Mountain,1.9,34.8,24.799999999999997,0,13.3,0.8
2020-01-15,Mountain,4.6,28.8,17.700000000000003,0,5.2,0.01
2025-05-07,Coastal,39.3,40.0,29.1,0,36.4,1.0
2022-11-04,Coastal,1.2,39.2,28.900000000000002,0,18.6,0.24
2024-03-05,Urban,6.0,32.7,26.000000000000004,0,12.7,0.58
2023-03-24,Urban,13.0,26.2,16.799999999999997,0,15.6,0.11
2023-10-15,Urban,32.2,21.4,14.299999999999999,0,6.6,0.84
2021-01-08,Urban,6.9,23.2,16.2,1,112.7,0.35
2021-05-26,Inland,6.8,21.5,13.9,0,27.0,0.54
2020-11-12,Coastal,0.5,34.6,23.6,0,16.7,0.97
2020-04-10,Coastal,0.4,28.5,18.3,0,16.2,0.38
2024-05-08,Inland,2.5,37.7,30.1,0,20.0,0.54
2025-02-04,Coastal,15.4,36.1,28.1,0,10.7,0.37
2022-08-19,Mountain,3.6,26.6,18.6,0,13.4,0.2
2023-05-19,Inland,12.2,29.0,19.4,0,19.2,0.54
2020-06-18,Urban,2.2,40.5,33.0,0,11.0,0.6
2024-08-25,Coastal,1.0,25.2,18.1,0,39.3,0.11
2024-12-28,Inland,6.0,40.0,28.7,0,25.9,0.0
2023-02-02,Inland,14.0,29.3,21.700000000000003,0,25.9,0.06
2024-11-13,Inland,1.4,20.8,10.100000000000001,0,11.2,0.61
2023-06-14,Urban,10.3,32.2,23.400000000000002,0,18.8,0.77
2022-03-15,Mountain,0.7,41.6,29.900000000000002,0,19.6,0.2
2022-01-20,Mountain,12.0,21.5,10.0,0,19.0,0.77
2024-04-03,Coastal,0.7,35.3,24.999999999999996,0,22.5,0.19
2021-05-20,Inland,7.7,20.4,10.399999999999999,0,22.0,0.2
2020-06-02,Coastal,6.2,25.6,18.900000000000002,0,29.5,0.67
2023-02-23,Coastal,2.8,21.8,15.5,0,35.0,0.82
2025-05-30,Inland,75.0,33.9,24.0,0,37.7,1.0
2021-09-05,Coastal,5.5,37.3,25.699999999999996,0,36.2,1.0
2022-06-07,Urban,0.4,27.9,21.599999999999998,1,210.4,0.49
2022-11-21,Coastal,35.6,22.5,14.1,0,23.8,0.21
2020-07-21,Mountain,11.2,32.7,22.300000000000004,0,39.0,0.27
2021-09-15,Urban,5.2,37.2,26.200000000000003,0,14.8,0.4
2020-03-08,Coastal,22.6,20.0,9.2,0,23.8,0.52
2021-10-07,Inland,2.1,38.3,31.4,0,27.5,0.4
2024-09-28,Mountain,4.7,20.8,14.5,0,21.2,0.86
2023-06-28,Mountain,2.1,41.9,31.2,0,30.6,0.12
2022-04-25,Urban,6.3,28.1,20.700000000000003,0,21.9,0.89
2022-11-09,Inland,2.4,27.5,18.5,0,32.2,0.47
2020-07-15,Mountain,8.9,27.6,16.1,0,18.8,0.23
2022-04-05,Coastal,33.4,37.5,30.2,0,26.2,0.25
2025-01-10,Coastal,0.5,37.4,30.7,0,36.2,0.89
2021-05-14,Coastal,0.4,38.4,31.0,0,14.0,0.88
2023-10-24,Urban,3.4,21.8,14.8,0,29.4,0.16
2023-04-25,Coastal,8.3,34.2,25.800000000000004,0,37.2,0.94
2024-12-23,Coastal,2.0,33.0,24.7,0,28.1,0.14
2021-01-30,Urban,8.3,39.0,31.6,0,15.0,0.13
2022-02-05,Inland,15.4,38.8,27.299999999999997,0,31.2,0.06
2023-10-19,Inland,17.7,31.8,24.700000000000003,0,34.9,0.69
2025-01-18,Urban,16.2,35.1,25.6,0,23.9,0.01
2024-03-09,Mountain,11.6,20.1,13.8,0,34.4,1.0
2023-04-25,Inland,26.7,31.5,25.2,0,34.3,0.75
2023-02-08,Inland,25.7,34.4,22.799999999999997,0,9.7,0.83
2023-07-18,Coastal,0.5,35.1,28.5,0,35.4,0.28
2020-03-05,Urban,1.3,40.7,33.0,0,38.5,0.67
2023-09-18,Inland,161.5,34.3,25.299999999999997,0,30.5,0.44
2023-06-23,Coastal,5.9,34.0,23.5,0,12.8,0.59
2020-11-29,Inland,14.4,30.1,21.200000000000003,0,15.8,0.23
2021-06-10,Urban,2.1,36.2,29.700000000000003,0,10.2,0.9
2023-03-21,Coastal,14.9,28.1,19.1,0,34.7,0.19
2025-01-09,Inland,14.9,37.6,25.700000000000003,0,30.4,0.83
2020-05-23,Inland,4.8,24.5,14.8,0,15.3,0.75
2022-09-13,Coastal,0.4,28.7,21.4,0,15.2,0.34
2022-09-30,Coastal,6.2,39.1,30.900000000000002,0,19.5,0.53
2023-06-23,Inland,3.6,30.0,20.7,0,9.5,0.63
2020-08-01,Urban,1.8,29.3,22.9,0,22.2,0.24
2023-05-28,Inland,29.7,20.1,10.200000000000001,0,34.9,0.15
2022-04-05,Mountain,34.2,24.7,15.299999999999999,0,38.4,0.93
2023-10-29,Urban,28.4,29.8,21.0,0,32.0,0.57
2021-06-14,Coastal,22.5,36.2,27.1,0,17.3,0.97
2024-03-31,Inland,10.0,34.1,23.900000000000002,0,31.0,0.01
2025-06-19,Inland,4.2,37.4,27.2,0,29.4,0.84
2024-03-18,Inland,19.4,24.7,18.0,0,27.4,0.8
2023-05-16,Inland,2.4,40.7,30.900000000000002,0,38.3,0.4
2024-06-07,Mountain,17.3,30.0,19.2,0,38.9,0.82
2020-07-12,Urban,0.5,41.7,34.300000000000004,0,5.3,0.75
2022-10-28,Inland,1.7,32.2,22.000000000000004,0,28.4,0.32
2020-01-13,Mountain,25.6,22.9,12.2,0,10.6,0.63
2024-09-02,Inland,3.0,27.3,17.200000000000003,0,13.0,0.72
2025-03-21,Urban,15.3,22.3,11.200000000000001,0,10.2,0.59
2020-03-08,Coastal,34.3,32.3,21.999999999999996,0,20.3,0.11
2021-04-22,Inland,2.5,40.1,32.800000000000004,0,36.0,0.2
2021-08-07,Inland,1.4,36.9,28.7,0,19.1,0.14
2024-01-01,Coastal,4.1,36.6,27.900000000000002,0,9.5,0.74
2023-06-03,Coastal,0.3,24.4,17.9,0,27.3,0.92
2020-05-27,Urban,13.8,21.9,14.099999999999998,0,36.0,0.92
2020-12-25,Inland,36.4,41.9,30.5,0,31.1,0.2
2020-02-27,Inland,2.3,21.1,11.100000000000001,0,24.1,0.9
2020-12-12,Coastal,2.2,24.7,14.5,0,29.0,0.11
2022-07-16,Urban,15.2,37.5,27.7,0,11.3,0.52
2023-06-20,Inland,7.6,30.3,20.700000000000003,0,15.4,0.68
2023-08-14,Urban,9.9,32.8,23.199999999999996,0,30.4,0.22
2020-03-14,Coastal,11.7,38.4,28.9,0,21.4,0.7
2020-02-27,Mountain,3.9,36.4,24.5,0,13.6,0.73
2022-01-06,Urban,0.9,40.9,34.4,0,23.2,0.5
2020-02-25,Mountain,2.5,21.1,11.200000000000001,0,26.7,0.06
2022-09-02,Coastal,3.6,34.5,24.5,0,21.8,0.82
2023-06-16,Urban,1.8,36.7,26.500000000000004,0,18.2,0.84
2022-05-02,Inland,7.7,34.7,22.800000000000004,0,29.2,0.4
2024-10-09,Inland,5.7,21.9,10.2,0,30.3,0.14
2024-05-28,Coastal,0.7,38.4,30.799999999999997,0,32.5,0.13
2024-12-13,Coastal,5.3,39.2,29.400000000000002,0,23.6,0.49
2020-08-11,Urban,77.8,22.2,10.399999999999999,0,10.7,0.08
2022-01-23,Mountain,1.1,28.3,18.9,0,9.0,0.49
2020-10-27,Mountain,3.4,32.8,25.4,0,25.9,0.02
2021-09-05,Coastal,8.5,20.7,12.899999999999999,0,31.1,0.78
2021-07-19,Urban,14.3,33.3,22.699999999999996,0,15.3,0.98
2023-10-23,Urban,31.5,36.1,26.3,0,36.2,0.13
2020-06-09,Mountain,21.3,32.4,26.0,1,225.2,0.11
2022-05-09,Urban,12.6,27.5,19.1,0,22.8,0.04
2020-01-04,Coastal,27.0,26.8,18.3,0,5.2,0.82
2020-04-30,Coastal,1.1,25.1,17.1,0,20.5,0.72
2020-11-25,Urban,135.6,24.6,18.0,0,35.0,0.85
2024-06-04,Urban,3.1,23.7,11.899999999999999,0,5.2,0.91
2023-05-06,Coastal,15.2,37.0,30.6,0,32.6,0.74
2021-12-29,Inland,1.4,27.9,16.799999999999997,0,28.0,0.83
2021-11-07,Urban,1.7,31.9,25.4,0,10.0,0.5
2022-11-01,Inland,5.6,21.1,9.400000000000002,0,9.9,0.4
2022-08-16,Mountain,5.8,21.8,15.5,0,26.5,0.02
2025-02-05,Coastal,1.6,28.5,20.6,0,8.4,0.88
2023-05-28,Coastal,2.2,33.4,26.7,0,32.3,0.78
2022-07-26,Urban,1.3,30.4,22.299999999999997,0,5.6,0.03
2023-08-16,Inland,18.9,22.1,10.200000000000001,0,15.3,0.84
2021-04-10,Urban,12.7,31.6,21.400000000000002,0,26.9,0.87
2020-08-03,Inland,2.9,30.4,23.7,0,14.5,0.19
2021-09-24,Coastal,4.0,26.9,18.299999999999997,0,9.0,0.14
2023-10-19,Inland,0.9,20.9,12.499999999999998,0,9.6,0.19
2020-08-03,Coastal,5.3,33.3,24.999999999999996,0,22.6,0.84
2021-08-27,Coastal,80.7,24.7,13.899999999999999,0,28.6,0.73
2021-07-27,Mountain,5.2,24.6,14.100000000000001,0,29.6,0.86
2020-08-03,Inland,1.5,22.8,13.8,0,21.9,0.15
2024-05-28,Coastal,5.8,37.0,26.6,0,30.9,0.81
2020-11-25,Mountain,1.1,20.8,13.200000000000001,0,23.1,0.81
2022-03-28,Coastal,16.4,30.3,23.5,0,28.0,0.95
2023-01-27,Inland,5.2,40.1,32.6,0,13.1,0.68
2021-06-08,Inland,2.2,27.4,21.2,0,23.7,0.79
2021-02-03,Inland,5.2,28.1,18.700000000000003,0,39.5,0.92
2021-05-02,Coastal,2.1,29.2,17.9,1,175.6,0.13
2025-01-25,Urban,0.7,38.0,29.5,0,21.1,0.35
2020-01-14,Urban,8.7,33.3,25.099999999999998,0,13.2,0.6
2025-06-03,Inland,1.4,40.2,30.800000000000004,0,14.7,0.58
2023-09-27,Inland,1.2,20.8,14.700000000000001,0,37.2,0.02
2024-07-08,Mountain,35.8,36.4,26.7,1,218.1,0.61
2020-03-08,Inland,1.1,41.4,31.9,0,31.2,0.62
2021-08-11,Urban,6.0,24.5,16.0,0,6.8,0.72
2024-03-30,Mountain,4.3,22.5,12.4,0,32.6,0.55
2022-12-31,Coastal,9.9,25.3,15.0,0,9.2,0.51
2023-12-18,Coastal,4.1,23.8,11.9,0,10.8,0.23
2020-12-07,Inland,4.8,37.5,25.8,0,21.8,0.28
2023-10-23,Mountain,1.7,28.6,18.6,0,18.3,0.32
2023-02-06,Urban,15.6,38.4,28.099999999999998,0,24.5,0.64
2020-07-10,Coastal,5.3,38.4,31.2,0,11.2,0.56
2023-06-25,Mountain,9.7,23.1,12.3,0,5.0,0.45
2025-01-29,Inland,2.8,27.9,21.0,0,9.8,0.15
2022-06-06,Mountain,9.8,30.9,19.4,0,14.9,0.8
2023-07-11,Coastal,11.1,21.9,12.999999999999998,0,9.4,0.58
2020-06-26,Urban,11.3,25.0,13.7,1,118.0,0.11
2020-06-04,Urban,3.5,24.3,13.9,0,23.4,0.38
2025-05-15,Mountain,1.3,41.6,32.2,0,11.2,0.19
2020-07-10,Inland,4.9,21.9,13.399999999999999,0,11.8,0.5
2023-09-16,Inland,2.3,38.7,28.6,0,17.1,0.78
2023-10-10,Urban,1.5,38.6,31.200000000000003,0,7.8,0.0
2022-08-03,Mountain,6.3,29.0,19.8,0,18.7,0.19
2025-01-03,Inland,10.0,21.6,9.600000000000001,0,16.6,0.09
2025-06-10,Inland,7.5,40.1,31.200000000000003,0,14.7,0.58
2023-12-21,Urban,9.5,39.4,29.799999999999997,0,18.5,0.72
2024-02-16,Urban,8.1,32.5,20.7,0,34.2,0.42
2024-08-14,Mountain,7.4,37.1,25.3,0,32.7,0.05
2023-07-17,Coastal,1.6,20.0,9.0,0,27.2,0.83
2020-05-24,Inland,1.7,27.8,19.700000000000003,0,35.4,0.47
2023-01-20,Mountain,4.5,38.8,32.099999999999994,0,14.8,0.85
2023-07-01,Mountain,1.1,27.9,20.099999999999998,0,13.4,0.52
2021-06-05,Urban,2.9,32.1,20.400000000000002,0,14.8,0.36
2020-12-08,Mountain,4.6,35.2,27.400000000000002,0,30.6,0.06
2022-05-15,Urban,0.5,34.5,24.8,0,10.3,0.09
2023-01-08,Coastal,2.4,39.6,29.0,0,28.8,0.92
2023-08-11,Inland,5.6,24.8,18.700000000000003,1,139.3,0.71
2021-12-09,Inland,20.9,26.9,17.799999999999997,0,11.4,0.73
2020-06-07,Mountain,16.6,41.2,29.800000000000004,0,31.5,0.15
2022-10-11,Inland,11.7,34.0,25.3,0,37.5,0.47
2021-01-31,Mountain,4.1,26.9,15.999999999999998,0,37.4,0.22
2022-01-05,Inland,3.0,32.4,25.0,0,10.1,0.48
2021-06-12,Coastal,1.8,26.0,14.4,0,29.2,0.78
2024-06-13,Coastal,4.7,32.1,23.3,0,27.8,0.75
2022-08-20,Mountain,5.6,36.0,27.6,0,35.1,0.07
2020-06-07,Inland,5.6,21.0,9.8,0,18.3,0.71
2023-12-01,Inland,11.6,30.0,22.3,1,85.4,0.34
2021-12-25,Urban,7.4,23.2,16.6,0,28.4,0.02
2022-04-09,Urban,2.9,39.9,32.5,0,18.1,0.31
2020-12-24,Mountain,8.4,28.2,18.0,0,25.4,0.33
2023-02-07,Coastal,4.9,21.1,12.8,0,39.6,0.12
2020-11-01,Mountain,3.9,34.6,23.0,0,21.1,0.45
2020-05-12,Inland,5.3,41.8,35.4,0,19.8,0.63
2022-12-08,Mountain,25.3,23.2,12.2,0,33.0,0.63
2024-01-20,Coastal,2.6,30.0,22.5,0,39.7,0.28
2024-01-18,Mountain,11.4,40.4,33.199999999999996,0,12.0,0.61
2023-09-24,Inland,2.9,29.0,20.0,0,39.2,0.91
2023-01-01,Urban,6.4,21.3,12.200000000000001,0,20.6,0.15
2025-04-14,Mountain,2.0,37.0,29.3,0,14.6,0.14
2021-08-11,Mountain,22.0,29.3,20.6,0,23.5,0.45
2022-03-11,Mountain,1.8,28.3,18.1,0,32.5,0.63
2022-08-22,Inland,4.0,29.0,20.2,0,5.2,0.85
2021-03-05,Inland,1.3,31.2,24.1,0,20.5,0.16
2024-01-09,Urban,1.1,34.2,27.800000000000004,0,10.4,0.71
2023-12-16,Urban,8.3,27.7,18.6,0,33.5,0.1
2020-09-13,Urban,7.5,37.7,29.500000000000004,0,14.6,0.73
2025-05-28,Coastal,3.6,30.7,20.1,0,30.7,0.88
2024-09-16,Mountain,0.4,26.9,20.099999999999998,0,23.9,0.41
2025-06-05,Inland,2.0,27.1,15.200000000000001,0,32.5,0.7
2023-06-21,Coastal,2.7,40.0,28.9,0,10.4,0.68
2023-12-27,Coastal,3.8,41.3,33.699999999999996,0,15.5,0.13
2020-05-04,Inland,7.2,28.5,16.9,0,28.4,0.64
2024-01-07,Inland,4.0,31.2,24.2,0,5.9,0.95
2021-09-17,Inland,6.7,35.8,24.199999999999996,0,10.8,0.97
2022-11-23,Coastal,7.4,22.9,14.7,0,20.9,0.88
2022-03-30,Mountain,0.2,27.5,18.1,0,29.6,0.36
2024-10-14,Inland,0.9,25.4,18.599999999999998,0,19.3,0.66
2022-01-26,Urban,15.7,22.2,12.5,0,22.7,0.96
2023-04-21,Coastal,16.7,34.5,25.9,0,7.9,1.0
2024-12-08,Mountain,54.1,33.8,26.699999999999996,0,14.7,0.52
2025-05-05,Inland,1.7,36.2,25.000000000000004,0,9.8,0.87
2023-03-06,Coastal,3.6,37.6,28.200000000000003,0,7.5,0.46
2025-04-22,Coastal,7.5,26.6,19.400000000000002,0,22.3,0.58
2022-06-13,Urban,0.9,25.2,13.399999999999999,0,16.8,0.09
2021-12-15,Inland,3.7,31.7,21.2,0,35.8,0.38
2021-09-14,Mountain,1.1,34.4,28.0,0,24.0,0.93
2021-11-20,Urban,4.6,35.5,28.7,0,24.1,0.24
2024-10-04,Coastal,2.1,37.2,26.1,0,15.8,0.7
2020-10-31,Coastal,0.5,28.0,21.6,0,16.4,0.2
2023-09-16,Mountain,16.5,29.0,20.0,0,24.8,0.06
2021-10-15,Mountain,3.1,24.0,17.0,0,30.7,0.64
2021-02-17,Inland,72.2,22.4,13.999999999999998,0,22.2,0.6
2023-11-30,Mountain,4.8,35.2,28.1,0,25.7,0.47
2023-07-18,Mountain,4.2,28.0,21.2,0,35.2,0.4
2021-04-28,Urban,0.8,30.5,23.2,0,37.9,0.32
2021-04-30,Inland,1.4,28.9,16.9,0,20.0,0.95
2021-01-06,Inland,0.6,27.8,20.0,0,23.2,0.18
2023-06-09,Inland,1.3,31.0,19.0,0,38.4,0.76
2020-07-12,Coastal,12.3,30.1,20.0,0,15.7,0.17
2021-08-17,Inland,1.4,38.7,27.300000000000004,0,15.8,0.6
2023-08-24,Urban,14.1,26.6,20.6,0,19.1,0.46
2022-06-19,Coastal,6.8,40.3,29.799999999999997,0,17.0,0.92
2021-05-26,Coastal,1.8,29.5,22.7,0,25.1,0.57
2022-06-17,Coastal,0.6,24.0,14.0,0,38.2,0.63
2021-04-26,Inland,7.4,27.3,16.3,0,18.3,0.43
2022-05-13,Coastal,9.0,21.1,12.8,0,9.9,0.61
2022-10-24,Mountain,4.1,40.8,32.599999999999994,0,28.0,0.14
2022-10-04,Mountain,4.6,29.2,21.799999999999997,0,19.3,0.26
2020-03-09,Inland,19.7,30.2,23.6,0,38.6,0.56
2022-06-12,Coastal,0.5,40.6,33.2,0,18.1,0.8
2021-10-07,Inland,19.1,23.4,15.999999999999998,0,12.3,0.96
2023-06-20,Urban,3.9,20.1,8.400000000000002,0,38.0,0.14
2024-06-13,Inland,22.5,35.3,26.999999999999996,0,19.8,0.38
2021-10-22,Inland,8.1,41.0,34.1,0,6.7,0.64
2022-09-05,Mountain,10.0,38.6,29.700000000000003,0,30.9,0.79
2025-03-19,Urban,4.0,29.3,22.4,0,27.6,0.08
2020-11-23,Inland,6.6,28.0,18.7,0,16.7,0.78
2020-03-25,Inland,1.4,33.7,23.6,0,36.5,0.93
2021-12-01,Coastal,10.4,22.7,11.799999999999999,0,32.9,0.75
2020-07-01,Inland,6.1,33.3,24.799999999999997,0,38.8,0.39
2025-04-17,Mountain,6.2,33.4,26.9,0,32.0,0.7
2025-01-25,Urban,2.1,31.5,20.2,0,27.3,0.59
2021-01-20,Coastal,4.0,37.0,31.0,0,17.7,0.87
2022-06-09,Inland,2.2,30.3,20.4,0,25.1,0.75
2022-03-20,Mountain,4.7,30.4,21.5,0,21.6,0.76
2022-03-25,Coastal,42.1,41.9,30.299999999999997,0,13.4,0.8
2021-08-08,Mountain,17.9,30.5,19.8,0,36.2,0.18
2022-02-06,Inland,9.7,36.4,25.2,0,9.6,0.3
2021-03-17,Inland,4.1,35.7,23.700000000000003,0,10.4,0.3
2023-03-07,Inland,1.3,36.3,28.499999999999996,0,13.1,0.14
2020-09-26,Coastal,4.9,25.3,15.5,0,23.5,0.61
2023-07-03,Inland,1.6,20.7,12.5,0,16.4,0.13
2024-09-01,Urban,0.6,40.7,29.500000000000004,0,11.3,0.4
2020-11-15,Inland,20.9,29.1,19.5,0,15.8,0.4
2020-05-19,Inland,0.9,34.0,26.7,0,5.9,0.93
2020-07-01,Mountain,9.1,28.5,21.6,0,20.9,0.46
2020-07-31,Inland,29.5,36.6,27.8,0,27.0,0.17
2024-06-16,Urban,1.2,33.0,23.7,0,29.4,0.38
2020-03-09,Urban,11.3,20.3,14.0,0,20.3,0.98
2020-12-16,Mountain,2.8,34.8,26.9,1,147.9,0.74
2020-10-16,Inland,5.1,25.5,13.7,0,33.4,0.68
2024-08-23,Urban,18.8,33.4,24.5,0,37.8,0.62
2022-08-01,Coastal,0.9,30.0,23.2,0,11.8,0.99
2021-10-03,Coastal,0.1,21.9,14.099999999999998,0,26.8,0.56
2022-05-09,Mountain,1.7,20.5,11.9,0,21.4,0.51
2020-01-01,Urban,14.9,29.5,18.9,0,19.0,0.71
2024-06-08,Inland,14.3,29.2,18.1,0,35.4,0.51
2023-03-10,Mountain,1.3,29.2,18.1,0,22.8,0.26
2023-06-12,Mountain,4.4,30.8,24.0,0,24.3,0.53
2024-12-25,Urban,1.7,28.9,22.7,0,19.4,0.49
2022-08-14,Mountain,17.6,25.5,16.4,0,15.6,0.51
2023-07-25,Mountain,10.1,35.0,25.7,0,10.3,0.59
2022-02-28,Inland,1.9,30.1,22.1,0,16.3,0.44
2023-12-16,Urban,1.7,30.4,22.7,0,9.5,0.78
2023-08-28,Urban,0.3,35.5,24.2,0,22.6,0.16
2025-04-13,Mountain,2.8,34.7,22.800000000000004,0,39.2,0.39
2025-01-23,Coastal,144.5,32.6,21.8,0,15.3,0.06
2021-10-24,Mountain,4.3,31.8,24.200000000000003,0,27.8,0.15
2020-05-12,Inland,111.5,32.2,24.200000000000003,0,37.4,0.61
2021-06-14,Coastal,9.1,21.5,14.9,0,33.6,0.84
2023-07-30,Mountain,15.5,35.0,23.6,0,36.5,0.92
2022-12-26,Inland,1.9,28.5,17.6,0,17.0,0.73
2021-09-02,Mountain,5.1,32.6,22.5,0,36.5,0.69
2023-12-08,Mountain,10.3,34.0,26.4,0,16.6,0.9
2024-04-03,Coastal,11.0,36.9,26.2,0,34.5,0.58
2020-10-22,Inland,2.9,28.3,17.5,0,26.3,0.21
2023-06-24,Mountain,4.7,35.1,23.400000000000002,0,26.2,0.25
2022-01-21,Urban,54.9,28.2,19.7,0,8.6,0.85
2023-05-20,Mountain,7.9,30.0,21.4,0,7.7,0.68
2020-11-29,Urban,2.2,37.8,29.799999999999997,0,28.6,0.87
2024-07-21,Inland,8.3,28.9,17.799999999999997,0,27.7,0.79
2022-03-17,Inland,16.6,26.7,18.4,0,12.9,0.22
2020-03-13,Mountain,8.5,41.4,29.799999999999997,0,7.3,0.12
2023-10-08,Inland,7.4,33.6,22.400000000000002,0,34.7,0.06
2024-09-20,Urban,10.3,24.0,12.7,0,5.9,0.73
2023-10-28,Mountain,1.3,35.6,24.200000000000003,0,26.6,0.71
2024-11-11,Coastal,1.6,39.4,30.599999999999998,0,33.3,0.34
2022-08-27,Coastal,6.2,30.6,23.5,1,231.8,0.64
2023-08-19,Urban,0.9,37.6,27.400000000000002,0,31.1,0.76
2025-04-15,Inland,9.4,30.8,20.1,0,37.4,0.27
2020-04-30,Urban,7.7,37.1,26.400000000000002,0,27.0,0.61
2024-08-30,Coastal,3.1,22.6,13.3,0,13.2,0.71
2020-03-14,Inland,22.7,28.4,21.5,0,14.9,0.61
2023-12-08,Urban,8.4,41.5,31.3,0,29.3,0.78
2020-03-15,Mountain,27.5,35.5,25.4,0,25.3,0.19
2023-08-17,Urban,3.0,35.1,27.8,0,27.4,0.66
2021-02-02,Coastal,2.9,36.0,29.1,0,8.2,0.4
2023-11-09,Inland,5.9,41.0,33.3,0,32.0,0.77
2023-04-13,Coastal,2.7,32.1,23.200000000000003,0,6.6,0.82
2025-01-15,Mountain,3.0,25.0,18.7,0,39.0,0.27
2021-09-04,Inland,0.9,26.6,17.400000000000002,0,25.7,0.78
2022-10-11,Urban,15.6,27.8,21.6,0,13.2,0.94
2023-04-21,Inland,1.4,23.2,16.7,0,25.1,0.28
2020-01-24,Mountain,6.1,41.0,34.8,0,12.3,0.32
2023-09-11,Mountain,18.6,33.5,21.9,0,24.6,0.04
2023-04-26,Coastal,0.3,21.2,9.5,0,24.7,0.06
2023-11-17,Inland,0.8,21.9,15.7,0,25.2,0.19
2024-07-19,Mountain,4.0,29.6,18.3,0,34.2,0.97
2022-11-03,Inland,11.3,40.9,33.699999999999996,0,6.4,1.0
2023-01-24,Urban,52.2,28.0,16.4,0,29.4,0.23
