incident_id,industry,breach_type,records_exposed,loss_amount_cr,ransomware_flag
633,Manufacturing,DDoS,1000,1.22,0
634,Manufacturing,DDoS,0,3.23,0
635,IT/ITeS,DDoS,1000,1.36,0
636,Manufacturing,Data Breach,100000,11.95,0
637,BFSI,Ransomware,0,5.52,1
638,Government,Ransomware,10000,0.39,1
639,Government,Ransomware,10000,14.79,1
640,Retail,Ransomware,0,1.1,1
641,Government,DDoS,0,2.93,0
642,Government,DDoS,1000,3.09,0
643,Government,Insider Threat,1000,6.61,0
644,Manufacturing,Data Breach,10000,3.81,0
645,Government,Data Breach,10000,4.59,0
646,Manufacturing,DDoS,100000,0.34,0
647,Healthcare,Ransomware,1000,3.35,1
648,IT/ITeS,Data Breach,1000,1.53,0
649,IT/ITeS,Ransomware,10000,5.02,1
650,Government,Insider Threat,100000,15.63,0
651,Healthcare,DDoS,10000,1.48,0
652,Retail,Ransomware,10000,0.58,1
653,BFSI,Data Breach,1000,5.78,0
654,Manufacturing,Ransomware,0,58.08,1
655,Retail,Ransomware,0,1.74,1
656,Healthcare,BEC,10000,1.83,0
657,Healthcare,Data Breach,10000,28.89,0
658,IT/ITeS,Ransomware,1000,4.72,1
659,BFSI,Ransomware,10000,15.64,1
660,Retail,Insider Threat,1000,2.0,0
661,BFSI,Data Breach,10000,9.89,0
662,IT/ITeS,DDoS,1000,19.3,0
663,Government,BEC,0,1.16,0
664,BFSI,DDoS,1000,43.48,0
665,BFSI,Data Breach,100000,6.18,0
666,IT/ITeS,Insider Threat,1000,10.55,0
667,Retail,Data Breach,100000,1.18,0
668,Healthcare,Insider Threat,1000,1.23,0
669,Healthcare,BEC,0,1.76,0
670,Government,Data Breach,1000,1.39,0
671,BFSI,Ransomware,0,6.05,1
672,Manufacturing,DDoS,100000,4.47,0
673,Manufacturing,Insider Threat,100000,1.79,0
674,Retail,BEC,0,2.84,0
675,Retail,Ransomware,0,12.47,1
676,IT/ITeS,Data Breach,1000,15.67,0
677,Government,Ransomware,10000,5.76,1
678,Healthcare,Data Breach,0,23.27,0
679,Healthcare,Data Breach,0,3.71,0
680,Manufacturing,Insider Threat,10000,34.23,0
681,Retail,DDoS,0,3.04,0
682,Government,BEC,1000,0.51,0
683,BFSI,Ransomware,1000,1.18,1
684,Government,Data Breach,1000,0.43,0
685,Manufacturing,Ransomware,10000,8.1,1
686,IT/ITeS,Ransomware,0,5.93,1
687,BFSI,DDoS,1000000,6.3,0
688,Retail,Ransomware,10000,5.73,1
689,Healthcare,Ransomware,100000,12.05,1
690,BFSI,Ransomware,1000000,9.46,1
691,Retail,BEC,10000,10.32,0
692,Government,Ransomware,100000,8.87,1
693,BFSI,DDoS,100000,3.83,0
694,Retail,DDoS,1000000,9.52,0
695,Manufacturing,BEC,0,1.4,0
696,BFSI,Data Breach,10000,8.31,0
697,Healthcare,Ransomware,100000,4.01,1
698,BFSI,Data Breach,10000,1.72,0
699,IT/ITeS,Ransomware,1000,2.34,1
700,IT/ITeS,Ransomware,0,3.28,1
701,Manufacturing,Data Breach,10000,12.71,0
702,IT/ITeS,Data Breach,10000,5.54,0
703,Manufacturing,Data Breach,10000,11.94,0
704,Government,Data Breach,10000,1.44,0
705,Government,Ransomware,0,6.09,1
706,BFSI,BEC,1000,7.21,0
707,Manufacturing,Data Breach,10000,0.99,0
708,Healthcare,Ransomware,100000,1.22,1
709,Retail,DDoS,1000,0.98,0
710,IT/ITeS,DDoS,100000,0.28,0
711,IT/ITeS,Data Breach,10000,4.38,0
712,BFSI,BEC,0,6.11,0
713,Manufacturing,BEC,10000,11.65,0
714,Healthcare,DDoS,1000,2.46,0
715,Government,BEC,10000,13.04,0
716,IT/ITeS,Insider Threat,0,6.96,0
717,BFSI,Data Breach,1000,3.12,0
718,Government,Insider Threat,1000,9.69,0
719,IT/ITeS,Ransomware,100000,0.38,1
720,Healthcare,Ransomware,10000,3.54,1
721,Retail,Ransomware,0,2.17,1
722,Retail,BEC,1000,1.53,0
723,Manufacturing,BEC,10000,3.89,0
724,Government,Insider Threat,10000,4.14,0
725,Manufacturing,Data Breach,10000,6.94,0
726,Government,Data Breach,1000000,23.82,0
727,Retail,DDoS,10000,30.31,0
728,BFSI,Ransomware,100000,3.82,1
729,Healthcare,Data Breach,1000,2.51,0
730,Manufacturing,Data Breach,10000,18.04,0
731,BFSI,Ransomware,10000,27.07,1
732,BFSI,Ransomware,10000,0.74,1
733,IT/ITeS,Ransomware,10000,15.89,1
734,BFSI,DDoS,1000,12.34,0
735,BFSI,DDoS,10000,24.73,0
736,BFSI,Data Breach,1000,3.51,0
737,Healthcare,DDoS,1000000,8.23,0
738,Healthcare,Insider Threat,10000,7.89,0
739,Retail,BEC,10000,1.18,0
740,Retail,BEC,1000000,2.38,0
741,Retail,Insider Threat,100000,2.13,0
742,IT/ITeS,Ransomware,1000,26.41,1
743,Manufacturing,DDoS,10000,7.84,0
744,Retail,DDoS,0,1.52,0
745,BFSI,BEC,10000,12.78,0
746,Government,Ransomware,0,24.67,1
747,Healthcare,Ransomware,0,19.04,1
748,Retail,BEC,1000,0.7,0
749,Healthcare,Insider Threat,10000,0.2,0
750,Healthcare,Ransomware,1000,1.66,1
751,Healthcare,Data Breach,0,16.05,0
752,IT/ITeS,Data Breach,0,13.01,0
753,BFSI,Data Breach,1000,3.42,0
754,Retail,Ransomware,100000,1.61,1
755,Government,Ransomware,10000,1.07,1
756,Healthcare,Data Breach,10000,11.03,0
757,Retail,Data Breach,100000,1.16,0
758,Government,Data Breach,0,4.49,0
759,Government,Data Breach,1000,0.61,0
760,IT/ITeS,Insider Threat,0,71.66,0
761,BFSI,BEC,0,8.45,0
762,Healthcare,Insider Threat,10000,0.9,0
763,Healthcare,DDoS,0,98.22,0
764,Government,Data Breach,0,21.77,0
765,Manufacturing,DDoS,1000,3.61,0
766,Retail,Ransomware,100000,2.43,1
767,Government,Ransomware,10000,2.18,1
768,IT/ITeS,Ransomware,0,1.33,1
769,Manufacturing,Insider Threat,10000,1.27,0
770,Retail,DDoS,0,5.79,0
771,Retail,Data Breach,1000,3.65,0
772,Retail,BEC,10000,4.38,0
773,BFSI,Insider Threat,100000,1.57,0
774,BFSI,Ransomware,10000,8.65,1
775,Healthcare,Data Breach,1000,16.62,0
776,Government,Ransomware,1000,6.26,1
777,Government,Data Breach,10000,13.37,0
778,IT/ITeS,Ransomware,10000,3.63,1
779,IT/ITeS,Ransomware,10000,0.08,1
780,IT/ITeS,Data Breach,100000,13.56,0
781,BFSI,Data Breach,10000,3.81,0
782,BFSI,Ransomware,10000,3.01,1
783,Government,BEC,10000,7.38,0
784,Manufacturing,Data Breach,1000,46.5,0
785,Retail,Insider Threat,1000,9.15,0
786,Healthcare,Data Breach,1000,0.1,0
787,Retail,Ransomware,1000,0.66,1
788,Healthcare,DDoS,0,0.19,0
789,BFSI,Data Breach,10000,17.98,0
790,Government,Data Breach,10000,0.49,0
791,Government,BEC,1000,2.23,0
792,IT/ITeS,BEC,10000,2.94,0
793,Manufacturing,Insider Threat,0,5.54,0
794,Healthcare,Data Breach,10000,2.55,0
795,Healthcare,Insider Threat,1000,1.45,0
796,Government,Ransomware,10000,0.7,1
797,Manufacturing,Ransomware,100000,6.35,1
798,Manufacturing,BEC,100000,0.47,0
799,Retail,Insider Threat,1000,0.72,0
800,Manufacturing,Ransomware,10000,4.73,1
801,Retail,Insider Threat,1000,13.3,0
802,BFSI,Data Breach,1000,41.18,0
803,Manufacturing,DDoS,10000,69.09,0
804,Government,Data Breach,0,25.97,0
805,Government,BEC,100000,2.22,0
806,Government,Data Breach,10000,8.12,0
807,Retail,BEC,10000,12.32,0
808,BFSI,Data Breach,100000,0.77,0
809,Retail,Data Breach,10000,0.28,0
810,Manufacturing,DDoS,1000,7.74,0
811,IT/ITeS,Ransomware,100000,3.39,1
812,IT/ITeS,DDoS,10000,39.93,0
813,Healthcare,BEC,1000,0.61,0
814,Healthcare,Ransomware,0,3.19,1
815,IT/ITeS,Data Breach,10000,5.26,0
816,IT/ITeS,Data Breach,1000,1.95,0
817,Manufacturing,Ransomware,1000,0.22,1
818,Government,BEC,0,15.12,0
819,Retail,Ransomware,0,2.69,1
820,Healthcare,Data Breach,10000,29.08,0
821,Healthcare,Ransomware,100000,0.7,1
822,Healthcare,Ransomware,0,0.47,1
823,Healthcare,Ransomware,10000,5.27,1
824,BFSI,Data Breach,10000,12.1,0
825,IT/ITeS,Data Breach,100000,0.54,0
826,Government,DDoS,10000,1.05,0
827,IT/ITeS,Data Breach,100000,35.31,0
828,Manufacturing,Data Breach,1000,3.32,0
829,Retail,Data Breach,0,4.13,0
830,Manufacturing,Ransomware,100000,4.57,1
831,BFSI,Data Breach,10000,11.29,0
832,IT/ITeS,BEC,10000,1.91,0
833,IT/ITeS,DDoS,1000,5.55,0
834,IT/ITeS,Insider Threat,1000,0.92,0
835,Retail,BEC,1000,2.14,0
836,BFSI,Data Breach,1000000,9.89,0
837,BFSI,Insider Threat,1000000,3.44,0
838,Retail,BEC,10000,0.4,0
839,Retail,Data Breach,0,2.78,0
840,Manufacturing,DDoS,1000000,1.94,0
841,Healthcare,Data Breach,1000000,11.66,0
842,BFSI,Data Breach,0,3.45,0
843,Retail,BEC,0,1.53,0
844,Manufacturing,Ransomware,10000,13.79,1
845,Government,Insider Threat,10000,3.98,0
846,BFSI,Data Breach,100000,3.35,0
847,IT/ITeS,Ransomware,10000,18.97,1
848,Retail,Insider Threat,100000,12.08,0
849,Retail,Ransomware,1000,1.74,1
850,Retail,Insider Threat,0,2.25,0
851,Healthcare,Ransomware,100000,1.92,1
852,IT/ITeS,DDoS,10000,13.75,0
853,Retail,Ransomware,100000,1.89,1
854,Manufacturing,Ransomware,100000,2.06,1
855,BFSI,Data Breach,1000,1.64,0
856,Healthcare,Insider Threat,0,0.84,0
857,Manufacturing,Insider Threat,0,0.3,0
858,Manufacturing,Data Breach,10000,1.36,0
859,IT/ITeS,Insider Threat,0,2.99,0
860,Government,Data Breach,10000,1.36,0
861,Healthcare,Data Breach,1000,5.15,0
862,Manufacturing,Data Breach,1000,9.52,0
863,Retail,Data Breach,1000,2.48,0
864,Retail,Ransomware,1000,2.14,1
865,Healthcare,Data Breach,0,38.7,0
866,Government,BEC,10000,4.68,0
867,Manufacturing,Ransomware,0,16.06,1
868,Manufacturing,Data Breach,1000,1.76,0
869,Government,Data Breach,0,1.31,0
870,IT/ITeS,BEC,0,3.37,0
871,Retail,Data Breach,0,13.39,0
872,BFSI,BEC,1000,25.01,0
873,BFSI,Ransomware,100000,9.57,1
874,BFSI,Ransomware,10000,6.83,1
875,Retail,Data Breach,0,1.63,0
876,Manufacturing,Ransomware,10000,3.58,1
877,Retail,Ransomware,0,0.7,1
878,IT/ITeS,Data Breach,10000,4.27,0
879,BFSI,BEC,10000,5.88,0
880,Retail,Ransomware,1000,3.67,1
881,BFSI,Ransomware,100000,1.84,1
882,Healthcare,Data Breach,10000,9.36,0
883,Healthcare,Ransomware,10000,12.19,1
884,Healthcare,BEC,100000,5.31,0
885,Manufacturing,DDoS,0,0.58,0
886,BFSI,Ransomware,1000,14.47,1
887,Government,Ransomware,0,17.57,1
888,BFSI,Ransomware,1000000,2.02,1
889,Retail,Insider Threat,0,1.19,0
890,Manufacturing,Ransomware,0,2.47,1
891,Healthcare,Data Breach,10000,2.23,0
892,Healthcare,Data Breach,1000000,23.84,0
893,Retail,Insider Threat,100000,12.82,0
894,BFSI,Ransomware,1000,2.85,1
895,IT/ITeS,BEC,1000,0.63,0
896,Government,BEC,0,0.81,0
897,Healthcare,BEC,100000,41.98,0
898,Healthcare,Ransomware,1000,19.54,1
899,Manufacturing,DDoS,100000,3.17,0
900,Manufacturing,Insider Threat,1000,3.09,0
901,IT/ITeS,Data Breach,10000,14.57,0
902,BFSI,DDoS,10000,2.61,0
903,Government,DDoS,0,3.8,0
904,Manufacturing,Ransomware,10000,8.67,1
905,Manufacturing,Data Breach,1000,4.09,0
906,Healthcare,Data Breach,1000,0.75,0
907,IT/ITeS,DDoS,100000,6.19,0
908,IT/ITeS,Data Breach,1000000,1.0,0
909,Manufacturing,Ransomware,1000,0.39,1
910,Manufacturing,Ransomware,10000,6.95,1
911,Government,BEC,100000,1.38,0
912,Healthcare,Data Breach,0,3.6,0
913,Healthcare,Ransomware,10000,44.81,1
914,Healthcare,Ransomware,0,9.86,1
915,BFSI,Data Breach,1000,3.4,0
916,Retail,Data Breach,1000,17.54,0
917,Healthcare,Insider Threat,100000,1.83,0
918,BFSI,Ransomware,1000,1.96,1
919,BFSI,Ransomware,1000,5.9,1
920,Manufacturing,Ransomware,10000,3.85,1
921,Manufacturing,Ransomware,1000,15.15,1
922,Healthcare,Data Breach,0,4.51,0
923,Manufacturing,Ransomware,0,3.48,1
924,Manufacturing,Ransomware,10000,2.05,1
925,Retail,DDoS,100000,3.52,0
926,Manufacturing,Insider Threat,1000,13.34,0
927,Government,Ransomware,1000000,0.6,1
928,IT/ITeS,Ransomware,10000,6.37,1
929,Retail,Data Breach,10000,3.99,0
930,BFSI,Data Breach,100000,2.59,0
931,Healthcare,Data Breach,10000,1.09,0
932,BFSI,Data Breach,1000,21.65,0
933,Manufacturing,Ransomware,10000,8.31,1
934,BFSI,Data Breach,10000,2.92,0
935,Retail,Ransomware,100000,31.01,1
936,IT/ITeS,Data Breach,10000,1.74,0
937,Government,Ransomware,10000,2.99,1
938,Healthcare,Ransomware,100000,0.7,1
939,Manufacturing,BEC,10000,1.29,0
940,Government,Data Breach,1000,1.48,0
941,Government,Ransomware,0,0.97,1
942,Healthcare,Data Breach,0,17.67,0
943,Government,Data Breach,10000,3.75,0
944,Manufacturing,Ransomware,10000,1.53,1
945,Healthcare,BEC,100000,2.8,0
946,BFSI,Data Breach,100000,3.5,0
947,Retail,Data Breach,0,1.95,0
948,Retail,Ransomware,10000,1.03,1
949,Manufacturing,Data Breach,1000,1.73,0
950,Government,BEC,1000,3.2,0
951,IT/ITeS,Ransomware,0,6.44,1
952,Government,Ransomware,10000,4.1,1
953,Retail,Data Breach,1000,1.27,0
954,BFSI,Ransomware,10000,1.41,1
955,Manufacturing,DDoS,1000,3.91,0
956,Government,Ransomware,100000,0.41,1
957,Manufacturing,Ransomware,1000,29.96,1
958,Government,Ransomware,10000,1.24,1
959,Healthcare,Data Breach,1000,1.24,0
960,Retail,Ransomware,0,0.85,1
961,Manufacturing,BEC,1000,0.72,0
962,Government,Ransomware,10000,12.38,1
963,BFSI,Data Breach,1000,0.48,0
964,Government,Ransomware,10000,0.74,1
965,Retail,Data Breach,10000,2.95,0
966,Manufacturing,Ransomware,0,31.81,1
967,Government,Data Breach,1000,47.24,0
968,BFSI,Insider Threat,1000000,3.07,0
969,BFSI,Ransomware,10000,1.39,1
970,IT/ITeS,BEC,0,47.87,0
971,Manufacturing,Ransomware,10000,2.25,1
972,Manufacturing,Ransomware,10000,1.59,1
973,Manufacturing,Insider Threat,100000,3.0,0
974,Healthcare,DDoS,0,2.07,0
975,BFSI,Data Breach,10000,9.99,0
976,BFSI,Data Breach,1000,2.76,0
977,Government,Data Breach,0,0.79,0
978,Healthcare,Insider Threat,100000,2.07,0
979,BFSI,Data Breach,10000,0.72,0
980,IT/ITeS,Data Breach,1000,0.9,0
981,Healthcare,BEC,1000,7.24,0
982,Retail,Data Breach,0,10.02,0
983,Manufacturing,Data Breach,1000,11.21,0
984,Retail,Ransomware,10000,1.73,1
985,Retail,Data Breach,1000,6.26,0
986,Retail,Data Breach,1000000,3.67,0
987,BFSI,Data Breach,10000,65.79,0
988,IT/ITeS,Ransomware,10000,3.83,1
989,Retail,DDoS,10000,3.83,0
990,Retail,Ransomware,100000,7.28,1
991,Retail,DDoS,10000,2.5,0
992,IT/ITeS,Data Breach,10000,2.65,0
993,Retail,Data Breach,10000,2.77,0
994,BFSI,BEC,10000,4.87,0
995,Government,Ransomware,10000,26.3,1
996,Retail,Data Breach,10000,12.59,0
997,Retail,DDoS,100000,2.3,0
998,Healthcare,Data Breach,100000,6.68,0
999,BFSI,BEC,100000,10.78,0
1000,Healthcare,Data Breach,0,8.65,0
1001,IT/ITeS,Data Breach,1000,8.44,0
1002,Retail,Ransomware,1000,0.28,1
1003,Healthcare,Ransomware,10000,1.84,1
1004,Manufacturing,Data Breach,100000,8.38,0
1005,IT/ITeS,Data Breach,1000,1.62,0
1006,BFSI,Ransomware,10000,56.88,1
1007,Healthcare,Data Breach,10000,1.66,0
1008,Government,DDoS,10000,0.36,0
1009,Retail,Ransomware,100000,4.58,1
1010,BFSI,Data Breach,1000,6.53,0
1011,Manufacturing,Ransomware,1000000,1.7,1
1012,Manufacturing,Data Breach,10000,2.26,0
1013,IT/ITeS,Data Breach,1000,10.05,0
1014,IT/ITeS,Ransomware,10000,0.84,1
1015,Government,Insider Threat,100000,1.48,0
1016,Healthcare,BEC,100000,3.34,0
1017,Manufacturing,DDoS,100000,2.46,0
1018,Healthcare,Data Breach,100000,1.41,0
1019,Healthcare,Ransomware,1000,52.32,1
1020,Retail,Ransomware,1000,2.03,1
1021,Manufacturing,Ransomware,0,0.11,1
1022,BFSI,Ransomware,0,0.22,1
1023,Retail,Insider Threat,10000,3.24,0
1024,IT/ITeS,Ransomware,100000,3.24,1
1025,BFSI,Ransomware,1000,4.43,1
1026,Healthcare,Ransomware,1000,5.7,1
1027,Manufacturing,Data Breach,1000,1.39,0
1028,Healthcare,Ransomware,1000,10.5,1
1029,Healthcare,BEC,1000,12.05,0
1030,Healthcare,BEC,1000000,5.81,0
1031,Manufacturing,Data Breach,10000,2.6,0
1032,BFSI,Ransomware,100000,2.03,1
1033,Healthcare,Data Breach,10000,8.84,0
1034,Retail,Ransomware,10000,6.48,1
1035,Government,Ransomware,1000,0.07,1
1036,Healthcare,BEC,0,0.4,0
1037,Manufacturing,Data Breach,0,1.88,0
1038,Government,Data Breach,1000,5.44,0
1039,Healthcare,Ransomware,0,0.69,1
1040,IT/ITeS,Ransomware,1000,3.0,1
1041,Healthcare,DDoS,10000,6.46,0
1042,Government,BEC,1000000,2.03,0
1043,Manufacturing,Insider Threat,10000,1.88,0
1044,Manufacturing,DDoS,0,1.92,0
1045,IT/ITeS,BEC,1000,8.16,0
1046,Government,DDoS,0,3.22,0
1047,Government,Data Breach,10000,3.6,0
1048,IT/ITeS,Insider Threat,1000,0.24,0
1049,BFSI,Ransomware,10000,1.44,1
1050,Healthcare,Ransomware,1000,22.07,1
1051,BFSI,Ransomware,10000,3.64,1
1052,IT/ITeS,Data Breach,0,32.53,0
1053,IT/ITeS,Data Breach,10000,2.01,0
1054,Healthcare,Data Breach,100000,3.01,0
1055,Manufacturing,Data Breach,1000,3.79,0
1056,Manufacturing,DDoS,10000,1.72,0
1057,Healthcare,Ransomware,10000,10.77,1
1058,IT/ITeS,Ransomware,1000,30.84,1
1059,Retail,DDoS,100000,7.35,0
1060,Manufacturing,Ransomware,1000,13.42,1
1061,Manufacturing,Data Breach,0,1.89,0
1062,Healthcare,Data Breach,10000,3.67,0
1063,BFSI,Ransomware,0,0.43,1
1064,IT/ITeS,Insider Threat,100000,0.78,0
1065,Government,Insider Threat,0,1.23,0
1066,Healthcare,BEC,0,3.16,0
1067,Retail,Ransomware,1000,1.97,1
1068,IT/ITeS,BEC,0,5.93,0
1069,IT/ITeS,Data Breach,10000,1.71,0
1070,Government,Ransomware,1000000,14.64,1
1071,Manufacturing,Insider Threat,0,4.03,0
1072,Manufacturing,Insider Threat,10000,0.9,0
1073,Retail,BEC,10000,2.8,0
1074,Retail,DDoS,1000,5.75,0
1075,BFSI,Insider Threat,10000,0.33,0
1076,Healthcare,Ransomware,0,6.76,1
1077,BFSI,Data Breach,0,13.12,0
1078,Healthcare,Data Breach,1000,0.8,0
1079,Government,Data Breach,1000,0.99,0
1080,Government,Ransomware,1000,2.79,1
1081,Government,Ransomware,10000,0.29,1
1082,BFSI,Data Breach,1000,4.8,0
1083,Manufacturing,BEC,0,2.57,0
1084,Government,Ransomware,1000,7.85,1
1085,BFSI,Data Breach,100000,1.91,0
1086,Retail,Ransomware,100000,0.8,1
1087,Retail,BEC,10000,101.53,0
1088,Manufacturing,BEC,1000,35.39,0
1089,Retail,Ransomware,1000,7.95,1
1090,Manufacturing,Ransomware,1000000,8.49,1
1091,Government,BEC,100000,0.15,0
1092,BFSI,Ransomware,0,5.56,1
1093,Retail,BEC,1000,0.24,0
1094,Government,DDoS,1000,5.02,0
1095,Government,Ransomware,10000,1.23,1
1096,IT/ITeS,DDoS,1000,1.47,0
1097,IT/ITeS,DDoS,100000,6.16,0
1098,IT/ITeS,Data Breach,100000,2.46,0
1099,Healthcare,Ransomware,100000,3.21,1
1100,Healthcare,Ransomware,1000,2.38,1
1101,IT/ITeS,Ransomware,0,14.51,1
1102,Healthcare,Insider Threat,10000,42.85,0
1103,Government,Data Breach,100000,3.68,0
1104,Manufacturing,Data Breach,10000,11.49,0
1105,IT/ITeS,BEC,1000,1.28,0
1106,IT/ITeS,Ransomware,0,6.08,1
1107,Healthcare,DDoS,0,4.95,0
1108,Government,Ransomware,1000,26.57,1
1109,IT/ITeS,Ransomware,0,3.1,1
1110,Manufacturing,Ransomware,1000,6.52,1
1111,Retail,Ransomware,1000,0.78,1
1112,Retail,BEC,1000,5.3,0
1113,Retail,Ransomware,1000,64.62,1
1114,IT/ITeS,DDoS,0,1.06,0
1115,Healthcare,Data Breach,10000,2.86,0
1116,BFSI,Ransomware,10000,5.62,1
1117,IT/ITeS,BEC,100000,9.35,0
1118,BFSI,DDoS,100000,1.54,0
1119,Retail,BEC,10000,1.53,0
1120,Government,BEC,10000,0.8,0
1121,Manufacturing,BEC,0,0.86,0
1122,BFSI,Data Breach,1000,4.46,0
1123,IT/ITeS,Data Breach,0,0.66,0
1124,Healthcare,BEC,1000,1.85,0
1125,Manufacturing,Data Breach,1000,0.94,0
1126,Healthcare,BEC,10000,1.09,0
1127,Healthcare,Data Breach,1000000,0.16,0
1128,Retail,Ransomware,10000,3.38,1
1129,Manufacturing,DDoS,100000,2.1,0
1130,Government,DDoS,10000,0.52,0
1131,Government,Ransomware,0,4.7,1
1132,Manufacturing,Data Breach,0,4.71,0
1133,Manufacturing,Insider Threat,0,8.62,0
1134,BFSI,Data Breach,1000,5.28,0
1135,Healthcare,Ransomware,100000,4.36,1
1136,BFSI,Ransomware,10000,12.31,1
1137,Retail,BEC,1000000,57.55,0
1138,IT/ITeS,Insider Threat,1000,2.49,0
1139,IT/ITeS,Data Breach,0,1.29,0
1140,Healthcare,Ransomware,100000,18.35,1
1141,Government,Insider Threat,10000,17.58,0
1142,IT/ITeS,Ransomware,1000,0.64,1
1143,Government,DDoS,1000,3.84,0
1144,IT/ITeS,Ransomware,10000,6.33,1
1145,Retail,BEC,1000,3.68,0
1146,Retail,Ransomware,0,4.57,1
1147,Healthcare,Ransomware,1000,0.3,1
1148,Manufacturing,Insider Threat,10000,2.6,0
1149,Retail,Ransomware,100000,4.79,1
1150,Retail,Ransomware,1000,6.3,1
1151,Government,DDoS,0,3.67,0
1152,BFSI,DDoS,100000,21.74,0
1153,IT/ITeS,Ransomware,10000,14.45,1
1154,Manufacturing,Insider Threat,10000,16.21,0
1155,Manufacturing,BEC,100000,2.33,0
1156,Healthcare,DDoS,1000000,11.37,0
1157,BFSI,Data Breach,0,1.84,0
1158,Retail,Data Breach,0,2.61,0
1159,Government,BEC,10000,3.4,0
1160,IT/ITeS,Insider Threat,0,0.23,0
1161,Government,Data Breach,100000,2.49,0
1162,Retail,Insider Threat,100000,4.45,0
1163,Manufacturing,Ransomware,10000,0.32,1
1164,BFSI,DDoS,10000,0.67,0
1165,Manufacturing,Ransomware,1000,3.59,1
1166,Retail,DDoS,1000,1.47,0
1167,Retail,Data Breach,10000,1.5,0
1168,Manufacturing,BEC,0,4.36,0
1169,Retail,Data Breach,0,3.06,0
1170,Manufacturing,Ransomware,100000,2.43,1
1171,Government,Ransomware,1000,3.55,1
1172,Manufacturing,Data Breach,1000,3.09,0
1173,Retail,Data Breach,10000,3.3,0
1174,Manufacturing,Data Breach,10000,16.04,0
1175,Retail,Data Breach,1000,9.94,0
1176,Government,Data Breach,1000,2.07,0
1177,Manufacturing,BEC,1000,0.68,0
1178,Government,Insider Threat,100000,1.96,0
1179,Retail,Ransomware,10000,2.56,1
1180,Retail,BEC,1000000,5.18,0
1181,BFSI,DDoS,10000,1.9,0
1182,Healthcare,BEC,0,1.35,0
1183,Retail,Ransomware,10000,2.19,1
1184,Healthcare,Ransomware,10000,20.5,1
1185,Manufacturing,Data Breach,10000,15.2,0
1186,BFSI,Ransomware,100000,1.21,1
1187,Manufacturing,DDoS,1000,1.17,0
1188,Manufacturing,Data Breach,100000,16.74,0
1189,Retail,Data Breach,10000,0.1,0
1190,Manufacturing,Ransomware,0,1.8,1
1191,Government,Ransomware,100000,1.1,1
1192,Retail,Data Breach,10000,7.66,0
1193,BFSI,Data Breach,10000,5.94,0
1194,Manufacturing,DDoS,100000,16.77,0
1195,Retail,Insider Threat,0,0.59,0
1196,Government,Ransomware,10000,2.9,1
1197,Healthcare,Ransomware,0,1.8,1
1198,Healthcare,DDoS,1000,5.03,0
1199,IT/ITeS,Ransomware,1000,10.67,1
1200,Government,Ransomware,1000,8.84,1
1201,BFSI,Data Breach,100000,1.93,0
1202,BFSI,Ransomware,0,4.58,1
1203,Government,Data Breach,100000,4.14,0
1204,Manufacturing,Data Breach,1000,0.27,0
1205,Retail,Ransomware,10000,2.96,1
1206,Healthcare,DDoS,100000,17.21,0
1207,IT/ITeS,Data Breach,1000,1.17,0
1208,Retail,Data Breach,1000,1.4,0
1209,Manufacturing,BEC,1000,0.88,0
1210,Retail,Ransomware,10000,2.97,1
1211,Retail,Data Breach,100000,2.27,0
1212,BFSI,Insider Threat,0,0.25,0
1213,IT/ITeS,Ransomware,100000,0.72,1
1214,Healthcare,Insider Threat,1000,6.3,0
1215,IT/ITeS,Ransomware,1000,2.98,1
1216,Manufacturing,Data Breach,1000,0.71,0
1217,Healthcare,Data Breach,0,5.91,0
1218,Healthcare,BEC,10000,1.81,0
1219,Retail,Ransomware,1000,1.99,1
1220,Manufacturing,BEC,1000000,1.36,0
1221,Retail,BEC,1000,1.14,0
1222,Government,BEC,1000,1.1,0
1223,Retail,Data Breach,10000,11.6,0
1224,Government,BEC,1000,5.67,0
1225,Manufacturing,Data Breach,100000,1.16,0
1226,Healthcare,DDoS,1000,1.93,0
1227,IT/ITeS,Insider Threat,10000,43.69,0
1228,Retail,Insider Threat,10000,1.7,0
1229,Healthcare,Insider Threat,100000,5.86,0
1230,Government,BEC,10000,0.41,0
1231,BFSI,Data Breach,10000,3.24,0
1232,Retail,Data Breach,0,1.05,0
1233,Retail,Data Breach,1000,1.84,0
1234,IT/ITeS,Data Breach,10000,0.07,0
1235,IT/ITeS,Ransomware,1000,3.72,1
1236,BFSI,Data Breach,1000,0.63,0
1237,BFSI,Ransomware,1000,9.48,1
1238,IT/ITeS,BEC,0,0.31,0
1239,Manufacturing,Data Breach,0,12.73,0
1240,IT/ITeS,Data Breach,0,6.44,0
1241,Retail,Ransomware,0,2.55,1
1242,Healthcare,BEC,10000,14.12,0
1243,Government,DDoS,1000,4.01,0
1244,IT/ITeS,BEC,10000,69.72,0
1245,Manufacturing,DDoS,1000,3.97,0
1246,Government,BEC,1000000,2.66,0
1247,Manufacturing,Ransomware,100000,6.01,1
1248,Healthcare,Insider Threat,0,1.65,0
1249,Retail,DDoS,10000,1.29,0
1250,Healthcare,Insider Threat,0,0.91,0
1251,IT/ITeS,Data Breach,1000,0.92,0
1252,Healthcare,Data Breach,10000,0.74,0
1253,Retail,Data Breach,10000,3.69,0
1254,Manufacturing,Data Breach,10000,24.59,0
