indicator_id,claim_id,indicator_type,indicator_value,score,review_status
1073,9158,Repeat Claimant,1,8.3,Confirmed
1074,17576,High Claim Ratio,0,40.6,Under Review
1075,11099,Repeat Claimant,0,93.8,Under Review
1076,9005,Rapid Settlement,1,47.6,Under Review
1077,14740,Amount Rounding,0,46.9,Flagged
1078,8247,Rapid Settlement,0,72.4,Flagged
1079,6717,Amount Rounding,0,85.8,Flagged
1080,3437,High Claim Ratio,1,28.1,Flagged
1081,329,Rapid Settlement,1,63.3,Confirmed
1082,4572,Amount Rounding,0,7.7,Under Review
1083,7671,Amount Rounding,0,38.4,Confirmed
1084,1832,Repeat Claimant,1,42.9,Flagged
1085,1519,Rapid Settlement,0,2.1,Under Review
1086,15394,Amount Rounding,0,81.4,Flagged
1087,12179,Rapid Settlement,1,96.2,Flagged
1088,1410,Repeat Claimant,1,54.2,Under Review
1089,13123,Repeat Claimant,0,82.0,Confirmed
1090,18252,Rapid Settlement,1,36.5,Flagged
1091,19004,Policy-Claim Gap,1,31.9,Flagged
1092,1804,Rapid Settlement,1,53.5,Cleared
1093,5771,Rapid Settlement,1,80.9,Under Review
1094,17101,Repeat Claimant,1,41.4,Under Review
1095,7046,High Claim Ratio,1,44.1,Confirmed
1096,350,High Claim Ratio,1,6.4,Flagged
1097,5621,Rapid Settlement,1,38.4,Under Review
1098,12811,Amount Rounding,0,0.7,Under Review
1099,3913,Rapid Settlement,1,77.3,Flagged
1100,7963,Rapid Settlement,0,96.9,Flagged
1101,10011,Repeat Claimant,0,15.2,Flagged
1102,14676,Rapid Settlement,1,72.8,Flagged
1103,6661,Rapid Settlement,0,41.7,Under Review
1104,2410,Amount Rounding,1,78.1,Under Review
1105,9444,High Claim Ratio,1,93.5,Cleared
1106,4653,Rapid Settlement,1,12.8,Cleared
1107,12909,Policy-Claim Gap,1,29.8,Under Review
1108,6203,Repeat Claimant,1,30.7,Flagged
1109,7805,Repeat Claimant,0,10.2,Flagged
1110,18235,Repeat Claimant,1,66.4,Under Review
1111,3831,Amount Rounding,1,96.7,Under Review
1112,10546,Policy-Claim Gap,1,8.1,Confirmed
1113,582,High Claim Ratio,1,65.4,Confirmed
1114,3739,Policy-Claim Gap,1,47.2,Under Review
1115,7384,Policy-Claim Gap,1,60.5,Flagged
1116,3348,Policy-Claim Gap,1,82.5,Flagged
1117,8645,Repeat Claimant,0,26.7,Cleared
1118,3203,High Claim Ratio,0,7.6,Confirmed
1119,14417,Rapid Settlement,1,48.4,Flagged
1120,6318,High Claim Ratio,1,19.5,Flagged
1121,3930,Rapid Settlement,1,33.2,Cleared
1122,3636,Amount Rounding,1,42.9,Cleared
1123,10231,Repeat Claimant,1,84.6,Flagged
1124,14519,High Claim Ratio,0,64.3,Cleared
1125,3194,Rapid Settlement,1,33.5,Under Review
1126,9659,Amount Rounding,1,8.5,Confirmed
1127,9025,High Claim Ratio,0,95.7,Under Review
1128,10043,Repeat Claimant,1,0.2,Under Review
1129,18329,High Claim Ratio,1,69.3,Flagged
1130,1793,High Claim Ratio,0,0.3,Under Review
1131,9592,Amount Rounding,1,49.0,Under Review
1132,17940,Policy-Claim Gap,1,14.3,Flagged
1133,2678,Amount Rounding,0,4.3,Under Review
1134,16946,Rapid Settlement,1,79.1,Flagged
1135,7772,Repeat Claimant,1,39.5,Flagged
1136,18809,Amount Rounding,0,23.3,Under Review
1137,14568,Amount Rounding,0,30.0,Flagged
1138,5367,Repeat Claimant,0,68.6,Under Review
1139,2390,Amount Rounding,0,22.5,Under Review
1140,3101,Policy-Claim Gap,1,81.8,Confirmed
1141,1554,Policy-Claim Gap,0,88.2,Cleared
1142,10003,Repeat Claimant,1,36.9,Flagged
1143,5371,Repeat Claimant,1,65.3,Flagged
1144,1710,Policy-Claim Gap,0,39.8,Cleared
1145,9636,High Claim Ratio,1,6.0,Flagged
1146,909,Policy-Claim Gap,1,85.6,Confirmed
1147,3163,Amount Rounding,0,89.9,Confirmed
1148,16192,Repeat Claimant,0,52.6,Under Review
1149,18460,Amount Rounding,1,14.7,Under Review
1150,555,Repeat Claimant,0,17.4,Flagged
1151,11213,Repeat Claimant,0,0.2,Confirmed
1152,605,Amount Rounding,1,64.4,Cleared
1153,11738,Amount Rounding,1,26.9,Confirmed
1154,12544,Amount Rounding,1,16.0,Flagged
1155,6247,Amount Rounding,0,25.5,Under Review
1156,5518,Rapid Settlement,0,1.1,Flagged
1157,8264,Policy-Claim Gap,0,43.9,Under Review
1158,19746,Amount Rounding,1,74.8,Under Review
1159,14562,Rapid Settlement,0,91.1,Flagged
1160,9942,Rapid Settlement,0,24.7,Under Review
1161,17118,Rapid Settlement,1,97.5,Under Review
1162,14180,High Claim Ratio,1,99.0,Confirmed
1163,13542,High Claim Ratio,1,46.2,Confirmed
1164,1985,Repeat Claimant,1,66.6,Under Review
1165,5585,High Claim Ratio,1,44.8,Under Review
1166,5686,Amount Rounding,0,1.4,Confirmed
1167,18683,Rapid Settlement,1,16.6,Confirmed
1168,9804,High Claim Ratio,1,12.4,Under Review
1169,4424,Amount Rounding,0,7.1,Flagged
1170,13133,Repeat Claimant,1,57.7,Flagged
1171,16015,Policy-Claim Gap,1,78.6,Under Review
1172,6902,Rapid Settlement,0,17.8,Confirmed
1173,9669,Rapid Settlement,1,55.9,Flagged
1174,3314,Policy-Claim Gap,1,53.2,Flagged
1175,66,Amount Rounding,1,50.0,Confirmed
1176,19843,Amount Rounding,0,14.1,Flagged
1177,18721,Rapid Settlement,1,6.9,Confirmed
1178,108,Policy-Claim Gap,1,9.4,Under Review
1179,8219,High Claim Ratio,1,90.0,Under Review
1180,19785,Policy-Claim Gap,0,15.5,Under Review
1181,8051,High Claim Ratio,0,14.6,Under Review
1182,12591,High Claim Ratio,1,14.0,Confirmed
1183,18174,Repeat Claimant,1,39.5,Under Review
1184,1978,Policy-Claim Gap,0,33.3,Flagged
1185,12763,High Claim Ratio,0,1.0,Under Review
1186,12378,Repeat Claimant,1,45.2,Confirmed
1187,5289,Repeat Claimant,0,68.0,Under Review
1188,3538,Amount Rounding,1,38.3,Confirmed
1189,15118,High Claim Ratio,0,66.8,Flagged
1190,14812,Repeat Claimant,1,27.7,Cleared
1191,10175,Rapid Settlement,1,65.7,Under Review
1192,15853,Amount Rounding,1,37.4,Flagged
1193,9310,Repeat Claimant,1,28.7,Flagged
1194,13915,Amount Rounding,1,46.3,Flagged
1195,8021,Policy-Claim Gap,0,86.3,Under Review
1196,2267,Policy-Claim Gap,1,42.4,Flagged
1197,19420,Rapid Settlement,1,50.3,Confirmed
1198,10998,Repeat Claimant,1,38.8,Flagged
1199,6500,Rapid Settlement,1,44.3,Flagged
1200,8838,Policy-Claim Gap,1,80.4,Flagged
1201,13299,Policy-Claim Gap,1,81.0,Flagged
1202,4929,Repeat Claimant,1,91.6,Flagged
1203,13234,High Claim Ratio,0,63.4,Under Review
1204,8478,Repeat Claimant,0,0.0,Flagged
1205,7828,Amount Rounding,1,80.3,Flagged
1206,16024,Repeat Claimant,1,97.3,Under Review
1207,13,High Claim Ratio,0,33.1,Confirmed
1208,6009,High Claim Ratio,1,66.9,Flagged
1209,11104,Amount Rounding,1,27.2,Confirmed
1210,8737,Amount Rounding,1,34.3,Cleared
1211,5820,Repeat Claimant,1,60.0,Under Review
1212,13132,Rapid Settlement,1,80.1,Cleared
1213,6355,Amount Rounding,0,52.5,Flagged
1214,14259,Rapid Settlement,0,17.1,Under Review
1215,713,High Claim Ratio,0,85.7,Flagged
1216,10739,Rapid Settlement,1,96.0,Flagged
1217,13496,Policy-Claim Gap,1,78.4,Cleared
1218,8669,Policy-Claim Gap,1,88.0,Flagged
1219,957,Policy-Claim Gap,1,4.0,Flagged
1220,19252,High Claim Ratio,1,45.3,Flagged
1221,13127,High Claim Ratio,1,15.8,Under Review
1222,5189,Repeat Claimant,0,62.1,Under Review
1223,19944,High Claim Ratio,0,71.8,Flagged
1224,4381,Repeat Claimant,1,41.7,Under Review
1225,19430,Amount Rounding,1,72.7,Flagged
1226,17294,Amount Rounding,1,92.7,Confirmed
1227,18414,High Claim Ratio,1,88.3,Flagged
1228,9540,Rapid Settlement,1,38.6,Flagged
1229,1195,Amount Rounding,1,52.2,Under Review
1230,16415,High Claim Ratio,0,32.6,Under Review
1231,19693,Rapid Settlement,0,3.4,Flagged
1232,14866,Rapid Settlement,1,49.9,Cleared
1233,17678,Policy-Claim Gap,0,58.0,Confirmed
1234,9093,Repeat Claimant,0,10.6,Under Review
1235,18445,High Claim Ratio,1,54.7,Under Review
1236,3122,Amount Rounding,1,94.7,Flagged
1237,15520,Repeat Claimant,1,90.7,Confirmed
1238,230,Policy-Claim Gap,0,74.4,Flagged
1239,7157,Amount Rounding,1,50.7,Confirmed
1240,14366,Rapid Settlement,1,69.0,Confirmed
1241,18889,Repeat Claimant,1,1.2,Flagged
1242,19909,Amount Rounding,0,1.2,Flagged
1243,18911,High Claim Ratio,1,26.9,Confirmed
1244,6137,Amount Rounding,0,96.4,Under Review
1245,17704,High Claim Ratio,0,51.4,Under Review
1246,757,Amount Rounding,0,25.1,Flagged
1247,18136,High Claim Ratio,1,54.6,Flagged
1248,10073,Repeat Claimant,1,23.8,Flagged
1249,7151,Policy-Claim Gap,1,88.1,Flagged
1250,9890,High Claim Ratio,0,12.9,Under Review
1251,16958,Repeat Claimant,1,12.8,Confirmed
1252,9620,Rapid Settlement,1,19.0,Under Review
1253,2623,Rapid Settlement,1,73.7,Cleared
1254,9411,Policy-Claim Gap,0,83.5,Flagged
1255,4237,Repeat Claimant,1,3.0,Confirmed
1256,19999,Rapid Settlement,1,85.6,Confirmed
1257,2321,Rapid Settlement,1,5.2,Under Review
1258,7451,High Claim Ratio,0,79.6,Flagged
1259,9119,Policy-Claim Gap,1,38.6,Under Review
1260,6722,Policy-Claim Gap,1,74.1,Under Review
1261,646,Rapid Settlement,1,11.8,Under Review
1262,7995,Policy-Claim Gap,0,83.8,Flagged
1263,17654,Policy-Claim Gap,0,55.9,Confirmed
1264,5995,High Claim Ratio,0,0.6,Under Review
1265,18950,Policy-Claim Gap,1,68.7,Flagged
1266,13296,Amount Rounding,0,91.7,Under Review
1267,3258,Repeat Claimant,0,42.1,Cleared
1268,17115,Policy-Claim Gap,0,7.1,Confirmed
1269,4701,Rapid Settlement,0,5.0,Flagged
1270,12785,High Claim Ratio,1,36.7,Under Review
1271,6039,Rapid Settlement,0,93.6,Flagged
1272,17767,Rapid Settlement,0,53.4,Flagged
1273,6496,Amount Rounding,0,82.5,Flagged
1274,8571,Policy-Claim Gap,1,97.4,Under Review
1275,11682,High Claim Ratio,1,83.0,Flagged
1276,7947,Policy-Claim Gap,1,22.1,Under Review
1277,16627,High Claim Ratio,0,8.3,Confirmed
1278,13012,Amount Rounding,0,29.7,Confirmed
1279,10843,Policy-Claim Gap,0,77.0,Under Review
1280,8491,Amount Rounding,1,47.7,Flagged
1281,19462,High Claim Ratio,1,70.2,Under Review
1282,3360,Rapid Settlement,0,18.1,Under Review
1283,9106,Rapid Settlement,1,95.1,Cleared
1284,14722,Amount Rounding,0,62.6,Cleared
1285,15565,Policy-Claim Gap,1,62.8,Cleared
1286,16966,Rapid Settlement,1,96.6,Flagged
1287,15254,Policy-Claim Gap,1,10.9,Confirmed
1288,16031,Policy-Claim Gap,1,52.7,Flagged
1289,11123,Repeat Claimant,1,87.1,Confirmed
1290,2662,High Claim Ratio,1,31.9,Under Review
1291,1145,Policy-Claim Gap,1,13.8,Flagged
1292,15761,High Claim Ratio,1,67.7,Confirmed
1293,19578,Rapid Settlement,0,65.4,Under Review
1294,17457,High Claim Ratio,1,3.3,Flagged
1295,5703,Amount Rounding,0,85.0,Flagged
1296,10128,Rapid Settlement,0,94.2,Flagged
1297,12855,High Claim Ratio,1,98.0,Under Review
1298,19351,Policy-Claim Gap,1,86.3,Confirmed
1299,13025,Repeat Claimant,1,1.5,Under Review
1300,9318,Amount Rounding,1,74.7,Flagged
1301,12770,Amount Rounding,1,19.8,Confirmed
1302,8776,Rapid Settlement,0,68.3,Under Review
1303,3818,High Claim Ratio,0,34.2,Flagged
1304,13784,Rapid Settlement,1,78.0,Flagged
1305,12054,Repeat Claimant,1,65.9,Under Review
1306,10507,Rapid Settlement,1,0.6,Confirmed
1307,1730,Policy-Claim Gap,0,40.7,Under Review
1308,19069,Repeat Claimant,1,17.8,Flagged
1309,9898,High Claim Ratio,1,11.5,Under Review
1310,16012,High Claim Ratio,1,33.9,Flagged
1311,8359,Repeat Claimant,0,70.9,Under Review
1312,18358,Policy-Claim Gap,1,23.5,Flagged
1313,5086,High Claim Ratio,1,12.2,Cleared
1314,17652,Amount Rounding,0,13.1,Under Review
1315,13274,Repeat Claimant,0,50.6,Flagged
1316,3770,Repeat Claimant,0,97.4,Flagged
1317,6636,Amount Rounding,1,43.4,Confirmed
1318,16012,Policy-Claim Gap,0,90.1,Under Review
1319,9348,Repeat Claimant,0,72.9,Under Review
1320,10192,Amount Rounding,1,31.8,Under Review
1321,3156,Repeat Claimant,1,64.7,Under Review
1322,17213,Repeat Claimant,1,0.4,Cleared
1323,1377,High Claim Ratio,1,91.9,Cleared
1324,8572,Rapid Settlement,1,34.9,Flagged
1325,14122,Rapid Settlement,1,54.2,Flagged
1326,7528,Repeat Claimant,1,27.8,Under Review
1327,160,High Claim Ratio,1,1.7,Under Review
1328,17477,Amount Rounding,0,30.6,Cleared
1329,15603,High Claim Ratio,1,36.7,Flagged
1330,6426,Repeat Claimant,0,57.2,Flagged
1331,12085,Amount Rounding,0,26.3,Under Review
1332,13629,Rapid Settlement,0,51.1,Under Review
1333,4672,Rapid Settlement,0,83.6,Flagged
1334,17848,High Claim Ratio,1,53.1,Under Review
1335,9287,Policy-Claim Gap,1,40.0,Under Review
1336,4880,Repeat Claimant,0,20.8,Under Review
1337,2171,Amount Rounding,0,47.3,Flagged
1338,10508,Rapid Settlement,1,71.6,Under Review
1339,8867,High Claim Ratio,0,72.7,Flagged
1340,5225,Repeat Claimant,1,8.2,Flagged
1341,65,Amount Rounding,0,36.2,Flagged
1342,10659,Policy-Claim Gap,1,29.7,Confirmed
1343,7811,Amount Rounding,1,34.4,Flagged
1344,19006,High Claim Ratio,1,62.6,Under Review
1345,5684,Amount Rounding,1,9.6,Under Review
1346,13096,High Claim Ratio,1,98.6,Flagged
1347,2259,Repeat Claimant,0,13.9,Flagged
1348,4470,Repeat Claimant,1,68.7,Under Review
1349,6203,Rapid Settlement,1,0.3,Flagged
1350,4927,High Claim Ratio,1,13.1,Cleared
1351,8409,Repeat Claimant,1,53.6,Confirmed
1352,3573,High Claim Ratio,1,69.0,Flagged
1353,5985,Policy-Claim Gap,1,67.7,Flagged
1354,2801,Rapid Settlement,1,22.5,Flagged
1355,4134,Rapid Settlement,0,47.6,Confirmed
1356,19363,Policy-Claim Gap,0,47.6,Flagged
1357,13774,High Claim Ratio,1,74.0,Flagged
1358,11708,Amount Rounding,0,32.8,Confirmed
1359,17431,Amount Rounding,1,63.9,Under Review
1360,7025,Policy-Claim Gap,1,83.2,Cleared
1361,19114,High Claim Ratio,0,37.2,Cleared
1362,15290,Amount Rounding,1,83.5,Flagged
1363,15315,Policy-Claim Gap,1,98.3,Confirmed
1364,6773,High Claim Ratio,0,42.9,Confirmed
1365,4673,Policy-Claim Gap,0,85.8,Flagged
1366,19913,Amount Rounding,1,62.5,Flagged
1367,1782,High Claim Ratio,0,74.6,Flagged
1368,16943,Policy-Claim Gap,1,93.9,Cleared
1369,6733,High Claim Ratio,1,35.4,Under Review
1370,15568,Rapid Settlement,0,89.7,Flagged
1371,9710,Rapid Settlement,1,63.0,Flagged
1372,3227,Policy-Claim Gap,1,61.7,Flagged
1373,14346,Amount Rounding,0,14.7,Cleared
1374,5867,High Claim Ratio,0,9.7,Flagged
1375,14185,High Claim Ratio,1,92.8,Cleared
1376,18291,Rapid Settlement,0,41.2,Confirmed
1377,17300,High Claim Ratio,1,87.3,Under Review
1378,12779,High Claim Ratio,0,34.1,Flagged
1379,12778,Amount Rounding,1,78.6,Flagged
1380,2180,Policy-Claim Gap,0,42.8,Under Review
1381,2237,Policy-Claim Gap,1,51.7,Flagged
1382,19863,Repeat Claimant,0,94.4,Flagged
1383,8410,High Claim Ratio,1,12.1,Flagged
1384,9567,Policy-Claim Gap,0,36.1,Cleared
1385,4759,Policy-Claim Gap,0,95.1,Flagged
1386,4474,Repeat Claimant,0,77.8,Confirmed
1387,2723,Rapid Settlement,1,54.4,Flagged
1388,11324,Amount Rounding,1,44.0,Flagged
1389,14235,Repeat Claimant,1,17.3,Confirmed
1390,8772,Policy-Claim Gap,0,62.7,Cleared
1391,16486,Rapid Settlement,1,93.2,Confirmed
1392,2446,Amount Rounding,1,38.3,Flagged
1393,12112,Repeat Claimant,1,75.3,Confirmed
1394,19547,Repeat Claimant,0,43.7,Under Review
1395,17666,Repeat Claimant,1,89.7,Confirmed
1396,2723,High Claim Ratio,1,3.7,Confirmed
1397,17867,Repeat Claimant,1,11.7,Under Review
1398,9478,High Claim Ratio,1,26.2,Flagged
1399,18387,High Claim Ratio,1,96.4,Under Review
1400,10679,Policy-Claim Gap,0,43.9,Under Review
1401,11990,Policy-Claim Gap,1,91.6,Flagged
1402,6860,Amount Rounding,1,70.5,Confirmed
1403,12588,Amount Rounding,0,19.4,Under Review
1404,16101,High Claim Ratio,1,78.9,Flagged
1405,12884,Amount Rounding,0,1.6,Flagged
1406,13072,Policy-Claim Gap,0,87.1,Flagged
1407,434,Policy-Claim Gap,0,55.8,Confirmed
1408,8734,Repeat Claimant,0,62.2,Under Review
1409,16906,High Claim Ratio,1,79.3,Under Review
1410,3230,High Claim Ratio,1,73.0,Flagged
1411,12779,Rapid Settlement,1,69.5,Flagged
1412,5239,Policy-Claim Gap,0,73.2,Confirmed
1413,17390,Rapid Settlement,1,9.9,Flagged
1414,16223,High Claim Ratio,1,11.3,Under Review
1415,14875,Amount Rounding,0,84.2,Flagged
1416,6429,Rapid Settlement,1,82.6,Under Review
1417,15668,Repeat Claimant,1,10.1,Flagged
1418,7855,Policy-Claim Gap,1,61.0,Under Review
1419,16419,High Claim Ratio,1,68.3,Confirmed
1420,6658,Policy-Claim Gap,1,45.8,Flagged
1421,13488,Policy-Claim Gap,1,91.2,Flagged
1422,12865,High Claim Ratio,0,30.6,Under Review
1423,18995,High Claim Ratio,1,44.3,Confirmed
1424,10020,Policy-Claim Gap,0,31.0,Flagged
1425,8708,Rapid Settlement,0,89.9,Under Review
1426,14931,Amount Rounding,1,34.0,Flagged
1427,11750,Rapid Settlement,1,97.9,Under Review
1428,19953,Rapid Settlement,0,19.2,Under Review
1429,12092,Rapid Settlement,1,1.2,Under Review
1430,950,High Claim Ratio,0,11.7,Flagged
1431,9079,Amount Rounding,0,86.6,Flagged
1432,10552,Policy-Claim Gap,1,37.3,Confirmed
1433,6878,High Claim Ratio,1,91.4,Cleared
1434,16804,High Claim Ratio,1,50.8,Flagged
1435,12344,Policy-Claim Gap,1,80.6,Under Review
1436,16492,Amount Rounding,0,26.3,Flagged
1437,9361,Rapid Settlement,1,91.6,Under Review
1438,10908,Policy-Claim Gap,1,38.0,Flagged
1439,12338,Repeat Claimant,1,44.8,Under Review
1440,11229,Rapid Settlement,1,37.7,Confirmed
1441,17544,Rapid Settlement,1,97.9,Flagged
1442,10505,Amount Rounding,0,10.0,Under Review
1443,11652,High Claim Ratio,1,44.5,Cleared
1444,11705,Policy-Claim Gap,1,53.6,Confirmed
1445,19827,Policy-Claim Gap,1,75.7,Confirmed
1446,17392,Repeat Claimant,0,18.8,Flagged
1447,12938,Policy-Claim Gap,1,17.0,Confirmed
1448,4200,Rapid Settlement,0,87.5,Flagged
1449,19986,Rapid Settlement,0,13.4,Under Review
1450,14566,High Claim Ratio,1,35.8,Flagged
1451,8434,Repeat Claimant,0,97.5,Under Review
1452,13136,Amount Rounding,0,17.2,Cleared
1453,8055,Rapid Settlement,1,50.7,Confirmed
1454,1777,High Claim Ratio,0,94.1,Flagged
1455,12968,High Claim Ratio,0,3.8,Confirmed
1456,11699,High Claim Ratio,1,1.6,Confirmed
1457,2143,Repeat Claimant,0,29.5,Under Review
1458,14373,High Claim Ratio,1,60.5,Flagged
1459,9381,Policy-Claim Gap,0,23.4,Under Review
1460,7717,High Claim Ratio,1,68.2,Under Review
1461,6895,High Claim Ratio,0,45.8,Flagged
1462,9947,Amount Rounding,1,40.6,Flagged
1463,313,Amount Rounding,0,29.1,Flagged
1464,7940,Rapid Settlement,0,84.6,Confirmed
1465,11060,Repeat Claimant,1,55.7,Flagged
1466,10118,High Claim Ratio,1,23.6,Under Review
1467,14425,Rapid Settlement,1,91.5,Under Review
1468,10029,Rapid Settlement,0,59.6,Under Review
1469,17679,High Claim Ratio,1,91.2,Flagged
1470,5618,Rapid Settlement,0,23.2,Flagged
1471,18900,Rapid Settlement,1,19.3,Flagged
1472,4540,Repeat Claimant,0,16.3,Under Review
1473,9149,High Claim Ratio,1,69.9,Flagged
1474,18087,Policy-Claim Gap,1,84.0,Under Review
1475,19822,High Claim Ratio,1,7.4,Confirmed
1476,8090,Repeat Claimant,1,60.6,Under Review
1477,16998,Repeat Claimant,0,48.2,Flagged
1478,4505,Policy-Claim Gap,1,11.1,Flagged
1479,3584,Policy-Claim Gap,0,68.3,Flagged
1480,13385,Rapid Settlement,0,36.0,Flagged
1481,17789,Amount Rounding,1,79.6,Flagged
1482,12428,High Claim Ratio,0,48.2,Under Review
1483,19364,Policy-Claim Gap,0,93.9,Flagged
1484,863,High Claim Ratio,1,89.7,Confirmed
1485,9813,Repeat Claimant,1,65.9,Flagged
1486,12038,Amount Rounding,1,0.5,Flagged
1487,14845,Policy-Claim Gap,1,58.9,Flagged
1488,2239,Policy-Claim Gap,0,79.7,Under Review
1489,15873,Repeat Claimant,0,41.6,Cleared
1490,17017,High Claim Ratio,0,47.0,Under Review
1491,13043,High Claim Ratio,0,70.3,Cleared
1492,8015,Amount Rounding,1,71.1,Flagged
1493,11467,Repeat Claimant,1,75.0,Flagged
1494,7373,High Claim Ratio,1,95.8,Under Review
1495,7116,Policy-Claim Gap,1,46.3,Flagged
1496,11549,Amount Rounding,0,84.7,Confirmed
1497,19573,Amount Rounding,1,33.5,Cleared
1498,5288,Amount Rounding,0,29.2,Flagged
1499,7316,Amount Rounding,0,15.1,Flagged
1500,8690,Amount Rounding,1,88.8,Under Review
1501,12618,Rapid Settlement,1,83.0,Flagged
1502,10443,Rapid Settlement,1,70.8,Flagged
1503,4863,Rapid Settlement,1,76.5,Under Review
1504,9889,Rapid Settlement,0,65.8,Cleared
1505,12507,Policy-Claim Gap,0,60.1,Cleared
1506,16717,Policy-Claim Gap,1,88.6,Under Review
1507,13322,Repeat Claimant,1,58.9,Confirmed
1508,9361,High Claim Ratio,1,94.1,Flagged
1509,9340,Repeat Claimant,1,37.2,Cleared
1510,12866,Amount Rounding,1,13.4,Flagged
1511,107,Amount Rounding,1,20.0,Under Review
1512,4766,Rapid Settlement,1,17.0,Under Review
1513,11370,Rapid Settlement,0,48.9,Flagged
1514,7093,Policy-Claim Gap,1,59.7,Flagged
1515,1718,High Claim Ratio,0,12.9,Flagged
1516,3177,Rapid Settlement,1,31.9,Flagged
1517,14979,Rapid Settlement,0,65.7,Under Review
1518,9336,Amount Rounding,0,92.7,Confirmed
1519,12815,Policy-Claim Gap,1,25.1,Confirmed
1520,18883,Amount Rounding,1,13.1,Confirmed
1521,2468,Policy-Claim Gap,0,27.9,Confirmed
1522,482,Amount Rounding,1,70.3,Confirmed
1523,19660,High Claim Ratio,1,61.2,Cleared
1524,9648,Repeat Claimant,1,5.9,Confirmed
1525,18898,Amount Rounding,1,81.1,Under Review
1526,15041,Amount Rounding,1,8.0,Flagged
1527,7717,Amount Rounding,1,93.3,Flagged
1528,10412,Amount Rounding,0,64.7,Under Review
1529,6456,Policy-Claim Gap,1,5.1,Under Review
1530,4122,Policy-Claim Gap,0,77.1,Confirmed
1531,8926,Policy-Claim Gap,1,36.5,Under Review
1532,18404,High Claim Ratio,1,44.3,Under Review
1533,11273,Rapid Settlement,0,5.6,Confirmed
1534,18399,Policy-Claim Gap,1,39.9,Flagged
1535,14478,High Claim Ratio,0,60.6,Flagged
1536,542,Rapid Settlement,1,6.9,Confirmed
1537,12669,High Claim Ratio,0,63.7,Under Review
1538,13062,Repeat Claimant,1,99.5,Under Review
1539,9395,Amount Rounding,1,13.9,Flagged
1540,16816,High Claim Ratio,1,90.7,Confirmed
1541,9270,High Claim Ratio,1,48.9,Under Review
1542,14613,Repeat Claimant,1,42.8,Under Review
1543,15743,High Claim Ratio,1,62.3,Flagged
1544,19131,Amount Rounding,1,97.7,Confirmed
1545,2421,Repeat Claimant,1,68.9,Cleared
1546,18763,Policy-Claim Gap,0,38.9,Confirmed
1547,14352,Policy-Claim Gap,0,77.5,Confirmed
1548,547,Policy-Claim Gap,1,85.8,Flagged
1549,11891,Amount Rounding,1,49.3,Under Review
1550,14791,High Claim Ratio,1,89.1,Confirmed
1551,18938,Repeat Claimant,1,36.0,Flagged
1552,19478,Policy-Claim Gap,0,91.8,Flagged
1553,13521,Policy-Claim Gap,1,59.5,Flagged
1554,8728,Repeat Claimant,0,0.5,Flagged
1555,6509,Policy-Claim Gap,1,97.8,Flagged
1556,13375,Rapid Settlement,0,36.9,Under Review
1557,9528,Amount Rounding,1,20.7,Cleared
1558,12131,Policy-Claim Gap,0,70.8,Confirmed
1559,15113,Amount Rounding,0,42.8,Under Review
1560,1372,Amount Rounding,0,34.4,Flagged
1561,9202,High Claim Ratio,1,93.3,Flagged
1562,17528,Rapid Settlement,1,45.6,Under Review
1563,15827,Policy-Claim Gap,1,62.5,Under Review
1564,4,Amount Rounding,1,64.1,Confirmed
1565,4,Rapid Settlement,1,54.1,Flagged
1566,3545,Policy-Claim Gap,0,97.9,Under Review
1567,16842,Rapid Settlement,1,92.9,Flagged
1568,16686,Policy-Claim Gap,1,60.9,Flagged
1569,6018,Repeat Claimant,1,90.4,Under Review
1570,10629,Rapid Settlement,1,92.8,Under Review
1571,10095,Amount Rounding,1,8.5,Under Review
1572,12322,Rapid Settlement,1,61.9,Under Review
1573,9252,Rapid Settlement,1,69.5,Confirmed
1574,8203,Amount Rounding,1,78.9,Under Review
1575,10522,High Claim Ratio,0,68.1,Flagged
1576,7333,Amount Rounding,0,64.1,Flagged
1577,12993,Policy-Claim Gap,1,19.0,Confirmed
1578,5368,Amount Rounding,1,48.4,Cleared
1579,9806,Repeat Claimant,1,53.6,Flagged
1580,1971,Repeat Claimant,0,26.2,Confirmed
1581,15249,Amount Rounding,0,39.9,Flagged
1582,6655,Rapid Settlement,1,79.2,Under Review
1583,18652,Policy-Claim Gap,0,3.2,Cleared
1584,18534,Amount Rounding,0,23.4,Under Review
1585,13775,Rapid Settlement,0,38.1,Under Review
1586,2020,Policy-Claim Gap,1,60.1,Flagged
1587,3841,Rapid Settlement,0,45.6,Confirmed
1588,1818,High Claim Ratio,0,47.8,Flagged
1589,7952,Policy-Claim Gap,0,43.5,Cleared
1590,1457,Policy-Claim Gap,1,7.3,Under Review
1591,7992,High Claim Ratio,0,29.8,Confirmed
1592,3455,Repeat Claimant,1,10.9,Flagged
1593,12277,Repeat Claimant,0,84.8,Cleared
1594,13003,Amount Rounding,0,62.2,Flagged
1595,5341,Policy-Claim Gap,1,99.3,Under Review
1596,14646,Rapid Settlement,1,34.3,Under Review
1597,6860,High Claim Ratio,1,74.9,Flagged
1598,6949,Policy-Claim Gap,1,43.9,Under Review
1599,361,Policy-Claim Gap,1,94.8,Confirmed
1600,7200,High Claim Ratio,1,17.7,Confirmed
1601,295,Amount Rounding,1,32.2,Flagged
1602,11532,High Claim Ratio,0,17.5,Cleared
